.002200367,40399.046875000
.002202058,39882.347656250
.002203771,39879.875000000
.002205414,39631.750000000
.002206975,40094.656250000
.002208506,40299.156250000
.002210057,40565.269531250
.002211659,40245.773437500
.002213252,39807.425781250
.002214841,39426.074218750
.002216448,39108.746093750
.002218062,39692.058593750
.002219656,40627.460937500
.002221222,40755.222656250
.002222794,40492.742187500
.002224331,40020.269531250
.002225855,39690.828125000
.002227403,39701.421875000
.002228950,39773.437500000
.002230496,39707.167968750
.002232099,39560.457031250
.002233776,39330.445312500
.002235436,39338.449218750
.002237094,39692.566406250
.002238718,39970.164062500
.002240281,39976.367187500
.002241803,40082.625000000
.002243330,40458.859375000
.002244893,40554.589843750
.002246442,40440.871093750
.002247929,40391.328125000
.002249390,40540.363281250
.002250885,40590.859375000
.002252457,40348.625000000
.002254101,40187.394531250
.002255695,40367.300781250
.002257252,40701.812500000
.002258785,40935.484375000
.002260295,40863.089843750
.002261837,40773.550781250
.002263393,40646.195312500
.002264960,40363.816406250
.002266521,40272.195312500
.002268074,40377.910156250
.002269638,40593.566406250
.002271202,40695.625000000
.002272763,40741.445312500
.002274323,40881.492187500
.002275877,41191.859375000
.002277408,41070.187500000
.002278937,40712.132812500
.002280500,40435.539062500
.002282093,40407.574218750
.002283682,40531.933593750
.002285280,40554.664062500
.002286932,40389.425781250
.002288600,40128.496093750
.002290256,40068.500000000
.002291883,40084.335937500
.002293498,40208.562500000
.002295121,40296.570312500
.002296736,40234.730468750
.002298372,40238.027343750
.002300001,40340.003906250
.002301629,40732.507812500
.002303256,41201.542968750
.002304883,41247.011718750
.002306491,40737.824218750
.002308114,40314.257812500
.002309769,40336.976562500
.002311398,40531.968750000
.002313017,40268.562500000
.002314660,39792.371093750
.002316297,39497.910156250
.002317920,39581.000000000
.002319533,39932.964843750
.002321151,40259.792968750
.002322730,40277.347656250
.002324269,40177.195312500
.002325794,40119.382812500
.002327346,40234.527343750
.002328921,40117.843750000
.002330539,39764.726562500
.002332148,39600.566406250
.002333722,39939.359375000
.002335280,40434.769531250
.002336827,40495.812500000
.002338406,40069.609375000
.002339954,39699.515625000
.002341537,39346.574218750
.002343172,39376.312500000
.002344802,39495.406250000
.002346469,39612.750000000
.002348142,40123.550781250
.002349782,40171.718750000
.002351341,40440.660156250
.002352839,40459.781250000
.002354340,40636.863281250
.002355859,40669.019531250
.002357352,40490.820312500
.002358869,40451.820312500
.002360446,40522.937500000
.002362030,40442.910156250
.002363575,39999.308593750
.002365137,39585.054687500
.002366717,39289.562500000
.002368316,38674.773437500
.002369992,38228.039062500
.002371682,38763.042968750
.002373328,39501.339843750
.002374945,39985.589843750
.002376548,40047.753906250
.002378206,39805.972656250
.002379890,39731.042968750
.002381539,39929.417968750
.002383149,40016.726562500
.002384732,40166.089843750
.002386315,40140.734375000
.002387910,39906.519531250
.002389523,39887.960937500
.002391171,39905.035156250
.002392832,39804.781250000
.002394452,39632.589843750
