.002200367,49505.488281250
.002202058,49579.296875000
.002203771,49398.375000000
.002205414,49449.015625000
.002206975,50235.222656250
.002208506,50516.156250000
.002210057,50919.800781250
.002211659,51365.722656250
.002213252,51372.773437500
.002214841,51593.703125000
.002216448,51179.660156250
.002218062,51194.890625000
.002219656,51491.632812500
.002221222,51725.195312500
.002222794,51481.546875000
.002224331,51134.636718750
.002225855,50556.980468750
.002227403,50400.210937500
.002228950,50415.617187500
.002230496,50545.312500000
.002232099,50289.828125000
.002233776,49740.652343750
.002235436,49316.464843750
.002237094,49515.824218750
.002238718,49941.417968750
.002240281,49754.613281250
.002241803,49660.023437500
.002243330,49576.765625000
.002244893,49685.347656250
.002246442,49814.656250000
.002247929,50044.660156250
.002249390,50648.882812500
.002250885,51107.750000000
.002252457,51505.484375000
.002254101,51238.171875000
.002255695,51264.906250000
.002257252,50929.316406250
.002258785,51296.363281250
.002260295,51218.480468750
.002261837,51393.906250000
.002263393,51369.632812500
.002264960,51056.835937500
.002266521,51006.914062500
.002268074,51075.406250000
.002269638,51399.066406250
.002271202,51995.390625000
.002272763,52124.710937500
.002274323,51871.250000000
.002275877,51522.687500000
.002277408,50925.699218750
.002278937,50717.582031250
.002280500,50812.980468750
.002282093,50862.039062500
.002283682,50404.578125000
.002285280,49807.687500000
.002286932,49895.492187500
.002288600,50857.519531250
.002290256,51536.687500000
.002291883,51900.000000000
.002293498,51406.628906250
.002295121,51082.109375000
.002296736,51019.253906250
.002298372,50627.902343750
.002300001,50429.976562500
.002301629,50610.269531250
.002303256,50897.589843750
.002304883,51550.746093750
.002306491,52299.285156250
.002308114,53105.488281250
.002309769,53199.023437500
.002311398,52055.921875000
.002313017,51489.109375000
.002314660,51535.921875000
.002316297,51463.476562500
.002317920,50198.144531250
.002319533,49648.964843750
.002321151,49045.855468750
.002322730,48828.117187500
.002324269,49658.789062500
.002325794,50122.937500000
.002327346,50820.929687500
.002328921,50736.808593750
.002330539,50741.953125000
.002332148,50528.621093750
.002333722,51125.492187500
.002335280,52057.457031250
.002336827,52315.570312500
.002338406,51868.484375000
.002339954,51570.214843750
.002341537,50343.949218750
.002343172,50274.515625000
.002344802,50311.574218750
.002346469,50980.578125000
.002348142,51389.960937500
.002349782,52514.964843750
.002351341,52477.707031250
.002352839,52091.648437500
.002354340,51621.160156250
.002355859,51143.542968750
