,time,spline,prediction(trained case 1),prediction(all),target
405,0.0114176,-0.001569306,-0.001569306,-0.0015693,0.024286367
406,0.01141924,0.07807308,-0.11977817,-0.0535159,0.07807308
407,0.01142086,0.16270798,0.16270798,0.16270798,0.32447323
408,0.011422447,0.22952,0.22952,0.22952,0.34565815
409,0.011424029,0.24976945,-0.1410837,-0.0662196,0.24976945
410,0.011425655,0.20849788,0.20849788,0.20849788,-0.022326479
411,0.011427329,0.1331404,0.1331404,0.1331404,-0.000290931
412,0.011428992,0.06394017,-0.13209014,-0.0247302,0.06394017
413,0.011430643,0.03058683,0.03058683,0.03058683,-0.015204753
414,0.011432242,0.033889547,0.033889547,0.03388955,-0.082493335
415,0.011433814,0.06548411,-0.10382515,-0.0022765,0.06548411
416,0.0114354,0.113597535,0.113597535,0.11359754,0.2442864
417,0.011437025,0.15837415,0.15837415,0.15837415,0.32245168
418,0.011438638,0.17755349,-0.08371733,0.05346056,0.17755349
419,0.011440211,0.15929687,0.15929687,0.15929687,0.18023229
420,0.011441772,0.11829747,0.11829747,0.11829747,0.120654464
421,0.011443342,0.07797297,-0.0839299,0.01193416,0.07797297
422,0.011444949,0.05715161,0.05715161,0.05715161,0.048626203
423,0.011446584,0.039311644,0.039311644,0.03931164,0.000552545
424,0.011448216,0.001261649,-0.09863622,0.00379225,0.001261649
425,0.011449886,-0.06466131,-0.06466131,-0.0646613,-0.029354949
426,0.011451473,-0.11888969,-0.11888969,-0.1188897,-0.13061735
427,0.011452973,-0.11078479,-0.11933432,-0.0200174,-0.11078479
428,0.011454481,-0.004756816,-0.004756816,-0.0047568,0.09916832
429,0.011456066,0.14939259,0.14939259,0.14939259,0.15442002
430,0.011457715,0.28300437,-0.124801815,-0.0064806,0.28300437
431,0.01145931,0.34130162,0.34130162,0.34130162,0.35215896
432,0.011460878,0.35638428,0.35638428,0.35638428,0.2585677
433,0.011462435,0.38728523,-0.120706856,-0.0087335,0.38728523
434,0.011464025,0.47015566,0.47015566,0.47015566,0.66881907
435,0.011465644,0.5504425,0.5504425,0.5504425,0.5765778
436,0.011467238,0.5442418,-0.107671216,0.00106207,0.5442418
437,0.011468812,0.39717972,0.39717972,0.39717972,0.4717797
438,0.011470396,0.20287183,0.20287183,0.20287183,0.15812673
439,0.011472021,0.066854045,-0.10225991,-0.0136591,0.066854045
440,0.011473688,0.05761499,0.05761499,0.05761499,0.14036785
441,0.011475363,0.1148809,0.1148809,0.1148809,0.18494692
442,0.011477042,0.13607061,-0.06353243,-0.0601639,0.13607061
443,0.011478737,0.05119398,0.05119398,0.05119398,0.19762023
444,0.011480386,-0.068739645,-0.068739645,-0.0687396,-0.025234995
445,0.011482005,-0.12675333,-0.057204068,-0.0841212,-0.12675333
446,0.011483628,-0.052091468,-0.052091468,-0.0520915,0.031240053
447,0.011485241,0.08239733,0.08239733,0.08239733,0.27198404
448,0.011486835,0.17239341,-0.07724863,-0.1042019,0.17239341
449,0.011488408,0.1442055,0.1442055,0.1442055,0.098043285
450,0.011489959,0.048143826,0.048143826,0.04814383,-0.047339965
451,0.011491498,-0.038096886,-0.11329207,-0.017439,-0.038096886
