,time,baseline,S^2 case,S^2 case 0,S^2 all,S^2 probe 1,S^2 probe all,target,target
4235,0.00121346,-176.10497,-176.10497,-176.10497,-176.10497,-176.10497,-176.10497,-176.14284,-176.14284
4236,0.00121348,-193.32593,-190.20538,-173.5463,-182.94313,-185.74654,-187.72,-174.3291,-174.3291
4237,0.0012135,-172.71072,-172.71072,-172.71072,-172.71072,-172.71072,-172.71072,-172.53076,-172.53076
4238,0.00121353,-170.48299,-170.48299,-170.48299,-170.48299,-170.48299,-170.48299,-170.75732,-170.75732
4239,0.00121355,-169.03076,-169.03076,-169.03076,-169.03076,-169.03076,-169.03076,-169.03076,-169.03076
4240,0.00121357,-167.54216,-167.54216,-167.54216,-167.54216,-167.54216,-167.54216,-167.31055,-167.31055
4241,0.0012136,-165.28687,-165.28687,-165.28687,-165.28687,-165.28687,-165.28687,-165.58081,-165.58081
4242,0.00121362,-181.92682,-178.6821,-163.95984,-172.16422,-174.41267,-176.3132,-163.8208,-163.8208
4243,0.00121364,-162.40736,-162.40736,-162.40736,-162.40736,-162.40736,-162.40736,-162.08203,-162.08203
4244,0.00121366,-160.9863,-160.9863,-160.9863,-160.9863,-160.9863,-160.9863,-160.37134,-160.37134
4245,0.00121369,-158.6665,-158.6665,-158.6665,-158.6665,-158.6665,-158.6665,-158.6665,-158.6665
4246,0.00121371,-156.90851,-156.90851,-156.90851,-156.90851,-156.90851,-156.90851,-156.92041,-156.92041
4247,0.00121373,-155.04419,-155.04419,-155.04419,-155.04419,-155.04419,-155.04419,-155.09668,-155.09668
4248,0.00121375,-170.85674,-167.90382,-154.76778,-162.0997,-163.39897,-166.1751,-153.17358,-153.17358
4249,0.00121378,-150.49397,-150.49397,-150.49397,-150.49397,-150.49397,-150.49397,-151.15796,-151.15796
4250,0.0012138,-148.75227,-148.75227,-148.75227,-148.75227,-148.75227,-148.75227,-149.08838,-149.08838
4251,0.00121382,-146.9956,-146.9956,-146.9956,-146.9956,-146.9956,-146.9956,-146.9956,-146.9956
4252,0.00121384,-145.19362,-145.19362,-145.19362,-145.19362,-145.19362,-145.19362,-144.89111,-144.89111
4253,0.00121387,-142.45825,-142.45825,-142.45825,-142.45825,-142.45825,-142.45825,-142.78271,-142.78271
4254,0.00121389,-158.59204,-154.65091,-144.14589,-150.57709,-151.75603,-153.8043,-140.66455,-140.66455
4255,0.00121391,-138.91393,-138.91393,-138.91393,-138.91393,-138.91393,-138.91393,-138.53198,-138.53198
4256,0.00121393,-137.13171,-137.13171,-137.13171,-137.13171,-137.13171,-137.13171,-136.38623,-136.38623
4257,0.00121396,-134.18774,-134.18774,-134.18774,-134.18774,-134.18774,-134.18774,-134.18774,-134.18774
4258,0.00121398,-131.94919,-131.94919,-131.94919,-131.94919,-131.94919,-131.94919,-131.94873,-131.94873
4259,0.001214,-129.61354,-129.61354,-129.61354,-129.61354,-129.61354,-129.61354,-129.66846,-129.66846
4260,0.00121402,-145.03006,-140.28496,-132.68059,-138.20088,-138.90332,-140.7411,-127.35693,-127.35693
4261,0.00121404,-125.30516,-125.30516,-125.30516,-125.30516,-125.30516,-125.30516,-125.032715,-125.032715
4262,0.00121407,-122.43076,-122.43076,-122.43076,-122.43076,-122.43076,-122.43076,-122.72462,-122.72462
4263,0.00121409,-120.46655,-120.46655,-120.46655,-120.46655,-120.46655,-120.46655,-120.46655,-120.46655
4264,0.00121411,-118.3659,-118.3659,-118.3659,-118.3659,-118.3659,-118.3659,-118.28906,-118.28906
4265,0.00121413,-116.24629,-116.24629,-116.24629,-116.24629,-116.24629,-116.24629,-116.22047,-116.22047
4266,0.00121415,-131.06442,-125.07648,-120.26895,-124.87365,-126.08475,-127.11924,-114.273926,-114.273926
4267,0.00121418,-111.81967,-111.81967,-111.81967,-111.81967,-111.81967,-111.81967,-112.45972,-112.45972
4268,0.0012142,-110.451385,-110.451385,-110.451385,-110.451385,-110.451385,-110.451385,-110.7732,-110.7732
4269,0.00121422,-109.21069,-109.21069,-109.21069,-109.21069,-109.21069,-109.21069,-109.21069,-109.21069
4270,0.00121424,-108.03067,-108.03067,-108.03067,-108.03067,-108.03067,-108.03067,-107.759766,-107.759766
4271,0.00121426,-106.87398,-106.87398,-106.87398,-106.87398,-106.87398,-106.87398,-106.40162,-106.40162
4272,0.00121429,-118.76417,-113.98518,-110.28444,-113.9926,-114.4444,-116.11796,-105.11719,-105.11719
4273,0.00121431,-103.90286,-103.90286,-103.90286,-103.90286,-103.90286,-103.90286,-103.88989,-103.88989
4274,0.00121433,-102.69724,-102.69724,-102.69724,-102.69724,-102.69724,-102.69724,-102.70728,-102.70728
4275,0.00121435,-101.56055,-101.56055,-101.56055,-101.56055,-101.56055,-101.56055,-101.56055,-101.56055
4276,0.00121437,-100.53727,-100.53727,-100.53727,-100.53727,-100.53727,-100.53727,-100.45704,-100.45704
4277,0.0012144,-99.1695,-99.1695,-99.1695,-99.1695,-99.1695,-99.1695,-99.37622,-99.37622
4278,0.00121442,-109.57478,-105.905205,-102.64629,-105.8773,-106.2148,-107.44609,-98.31909,-98.31909
4279,0.00121444,-97.48008,-97.48008,-97.48008,-97.48008,-97.48008,-97.48008,-97.286865,-97.286865
4280,0.00121446,-96.62958,-96.62958,-96.62958,-96.62958,-96.62958,-96.62958,-96.27808,-96.27808
4281,0.00121449,-95.28711,-95.28711,-95.28711,-95.28711,-95.28711,-95.28711,-95.28711,-95.28711
4282,0.00121451,-94.32941,-94.32941,-94.32941,-94.32941,-94.32941,-94.32941,-94.308105,-94.308105
4283,0.00121453,-93.35889,-93.35889,-93.35889,-93.35889,-93.35889,-93.35889,-93.34619,-93.34619
4284,0.00121455,-103.1249,-99.19692,-96.917076,-99.75424,-100.002655,-100.79529,-92.42579,-92.42579
4285,0.00121457,-91.568245,-91.568245,-91.568245,-91.568245,-91.568245,-91.568245,-91.50195,-91.50195
4286,0.0012146,-90.39739,-90.39739,-90.39739,-90.39739,-90.39739,-90.39739,-90.57642,-90.57642
4287,0.00121462,-89.66114,-89.66114,-89.66114,-89.66114,-89.66114,-89.66114,-89.66114,-89.66114
4288,0.00121464,-88.93494,-88.93494,-88.93494,-88.93494,-88.93494,-88.93494,-88.775635,-88.775635
4289,0.00121466,-88.199905,-88.199905,-88.199905,-88.199905,-88.199905,-88.199905,-87.90674,-87.90674
4290,0.00121469,-97.95402,-93.53382,-91.72841,-94.32863,-94.42607,-94.96483,-87.041016,-87.041016
4291,0.00121471,-86.213455,-86.213455,-86.213455,-86.213455,-86.213455,-86.213455,-86.19605,-86.19605
4292,0.00121473,-85.368126,-85.368126,-85.368126,-85.368126,-85.368126,-85.368126,-85.37134,-85.37134
4293,0.00121475,-84.54151,-84.54151,-84.54151,-84.54151,-84.54151,-84.54151,-84.54151,-84.54151
4294,0.00121477,-83.7629,-83.7629,-83.7629,-83.7629,-83.7629,-83.7629,-83.70557,-83.70557
4295,0.0012148,-82.683525,-82.683525,-82.683525,-82.683525,-82.683525,-82.683525,-82.862305,-82.862305
4296,0.00121482,-92.68853,-87.25854,-86.45382,-88.8151,-88.96677,-88.69196,-82.01294,-82.01294
4297,0.00121484,-81.365555,-81.365555,-81.365555,-81.365555,-81.365555,-81.365555,-81.18628,-81.18628
4298,0.00121486,-80.694565,-80.694565,-80.694565,-80.694565,-80.694565,-80.694565,-80.37208,-80.37208
4299,0.00121489,-79.52393,-79.52393,-79.52393,-79.52393,-79.52393,-79.52393,-79.52393,-79.52393
4300,0.00121491,-78.57619,-78.57619,-78.57619,-78.57619,-78.57619,-78.57619,-78.60547,-78.60547
4301,0.00121493,-77.54513,-77.54513,-77.54513,-77.54513,-77.54513,-77.54513,-77.60255,-77.60255
4302,0.00121495,-87.49543,-81.33058,-81.55897,-83.67806,-83.813835,-82.87418,-76.50806,-76.50806
4303,0.00121497,-75.51606,-75.51606,-75.51606,-75.51606,-75.51606,-75.51606,-75.328865,-75.328865
4304,0.001215,-73.986824,-73.986824,-73.986824,-73.986824,-73.986824,-73.986824,-74.11011,-74.11011
4305,0.00121502,-72.82324,-72.82324,-72.82324,-72.82324,-72.82324,-72.82324,-72.82324,-72.82324
4306,0.00121504,-71.48424,-71.48424,-71.48424,-71.48424,-71.48424,-71.48424,-71.47974,-71.47974
4307,0.00121506,-70.05536,-70.05536,-70.05536,-70.05536,-70.05536,-70.05536,-70.08911,-70.08911
4308,0.00121508,-80.849815,-74.44063,-74.725464,-77.035225,-77.343,-75.07904,-68.65528,-68.65528
4309,0.00121511,-66.7418,-66.7418,-66.7418,-66.7418,-66.7418,-66.7418,-67.17822,-67.17822
4310,0.00121513,-65.47216,-65.47216,-65.47216,-65.47216,-65.47216,-65.47216,-65.638916,-65.638916
4311,0.00121515,-64.08253,-64.08253,-64.08253,-64.08253,-64.08253,-64.08253,-64.08253,-64.08253
4312,0.00121517,-62.50639,-62.50639,-62.50639,-62.50639,-62.50639,-62.50639,-62.50464,-62.50464
4313,0.00121519,-60.839233,-60.839233,-60.839233,-60.839233,-60.839233,-60.839233,-60.888187,-60.888187
4314,0.00121521,-71.94523,-65.57914,-66.53184,-68.37192,-68.747086,-65.14495,-59.217045,-59.217045
4315,0.00121524,-57.004387,-57.004387,-57.004387,-57.004387,-57.004387,-57.004387,-57.48682,-57.48682
4316,0.00121526,-55.5047,-55.5047,-55.5047,-55.5047,-55.5047,-55.5047,-55.69922,-55.69922
4317,0.00121528,-53.80982,-53.80982,-53.80982,-53.80982,-53.80982,-53.80982,-53.80982,-53.80982
4318,0.0012153,-51.824043,-51.824043,-51.824043,-51.824043,-51.824043,-51.824043,-51.814457,-51.814457
4319,0.00121532,-49.670628,-49.670628,-49.670628,-49.670628,-49.670628,-49.670628,-49.71851,-49.71851
4320,0.00121534,-60.792526,-55.025345,-56.22388,-57.84854,-58.496883,-54.724834,-47.527588,-47.527588
4321,0.00121536,-45.521553,-45.521553,-45.521553,-45.521553,-45.521553,-45.521553,-45.24927,-45.24927
4322,0.00121539,-42.58078,-42.58078,-42.58078,-42.58078,-42.58078,-42.58078,-42.894535,-42.894535
4323,0.00121541,-40.475834,-40.475834,-40.475834,-40.475834,-40.475834,-40.475834,-40.475834,-40.475834
4324,0.00121543,-38.137863,-38.137863,-38.137863,-38.137863,-38.137863,-38.137863,-38.008793,-38.008793
4325,0.00121545,-35.60899,-35.60899,-35.60899,-35.60899,-35.60899,-35.60899,-35.50513,-35.50513
4326,0.00121547,-47.156033,-41.976868,-42.79662,-43.489235,-45.55095,-42.827396,-32.965824,-32.965824
4327,0.00121549,-30.285042,-30.285042,-30.285042,-30.285042,-30.285042,-30.285042,-30.398685,-30.398685
4328,0.00121551,-27.643631,-27.643631,-27.643631,-27.643631,-27.643631,-27.643631,-27.785892,-27.785892
4329,0.00121553,-25.118656,-25.118656,-25.118656,-25.118656,-25.118656,-25.118656,-25.118656,-25.118656
4330,0.00121556,-21.593496,-21.593496,-21.593496,-21.593496,-21.593496,-21.593496,-22.392094,-22.392094
4331,0.00121558,-19.24455,-19.24455,-19.24455,-19.24455,-19.24455,-19.24455,-19.598148,-19.598148
4332,0.0012156,-30.6451,-26.539251,-27.829517,-27.84749,-29.849354,-27.794098,-16.728031,-16.728031
4333,0.00121562,-13.935637,-13.935637,-13.935637,-13.935637,-13.935637,-13.935637,-13.787357,-13.787357
4334,0.00121564,-10.903558,-10.903558,-10.903558,-10.903558,-10.903558,-10.903558,-10.78687,-10.78687
4335,0.00121566,-7.704106,-7.704106,-7.704106,-7.704106,-7.704106,-7.704106,-7.704106,-7.704106
4336,0.00121568,-4.4183874,-4.4183874,-4.4183874,-4.4183874,-4.4183874,-4.4183874,-4.551274,-4.551274
4337,0.0012157,-1.1626709,-1.1626709,-1.1626709,-1.1626709,-1.1626709,-1.1626709,-1.3403364,-1.3403364
4338,0.00121572,-12.532849,-10.4920435,-11.278823,-9.961055,-12.239751,-10.702404,1.9379839,1.9379839
4339,0.00121575,6.2176867,6.2176867,6.2176867,6.2176867,6.2176867,6.2176867,5.2905226,5.2905226
4340,0.00121577,9.08418,9.08418,9.08418,9.08418,9.08418,9.08418,8.716792,8.716792
4341,0.00121579,12.215816,12.215816,12.215816,12.215816,12.215816,12.215816,12.215816,12.215816
4342,0.00121581,15.744868,15.744868,15.744868,15.744868,15.744868,15.744868,15.780758,15.780758
4343,0.00121583,19.460285,19.460285,19.460285,19.460285,19.460285,19.460285,19.401117,19.401117
4344,0.00121585,7.7867336,10.361813,7.258655,10.418614,7.612888,10.051526,23.06518,23.06518
4345,0.00121587,26.349033,26.349033,26.349033,26.349033,26.349033,26.349033,26.762445,26.762445
4346,0.0012159,30.995007,30.995007,30.995007,30.995007,30.995007,30.995007,30.487057,30.487057
4347,0.00121592,34.22851,34.22851,34.22851,34.22851,34.22851,34.22851,34.22851,34.22851
4348,0.00121594,37.771793,37.771793,37.771793,37.771793,37.771793,37.771793,37.97363,37.97363
4349,0.00121596,41.55939,41.55939,41.55939,41.55939,41.55939,41.55939,41.7207,41.7207
4350,0.00121598,30.038427,32.742935,26.635925,32.481667,29.470373,32.763363,45.468502,45.468502
4351,0.001216,49.375923,49.375923,49.375923,49.375923,49.375923,49.375923,49.213615,49.213615
4352,0.00121602,53.156895,53.156895,53.156895,53.156895,53.156895,53.156895,52.951653,52.951653
4353,0.00121604,56.686275,56.686275,56.686275,56.686275,56.686275,56.686275,56.686275,56.686275
4354,0.00121607,61.426445,61.426445,61.426445,61.426445,61.426445,61.426445,60.386715,60.386715
4355,0.00121609,64.47476,64.47476,64.47476,64.47476,64.47476,64.47476,64.053215,64.053215
4356,0.00121611,53.576668,55.72919,46.092426,55.38365,52.872234,55.64251,67.68505,67.68505
4357,0.00121613,71.18777,71.18777,71.18777,71.18777,71.18777,71.18777,71.253654,71.253654
4358,0.00121615,74.77329,74.77329,74.77329,74.77329,74.77329,74.77329,74.744385,74.744385
4359,0.00121617,78.146965,78.146965,78.146965,78.146965,78.146965,78.146965,78.146965,78.146965
4360,0.00121619,81.10019,81.10019,81.10019,81.10019,81.10019,81.10019,81.45215,81.45215
4361,0.00121622,85.06505,85.06505,85.06505,85.06505,85.06505,85.06505,84.64843,84.64843
4362,0.00121624,76.33599,78.215324,68.67846,76.88365,74.254166,77.0351,87.72143,87.72143
4363,0.00121626,90.569565,90.569565,90.569565,90.569565,90.569565,90.569565,90.65868,90.65868
4364,0.00121628,93.44468,93.44468,93.44468,93.44468,93.44468,93.44468,93.45507,93.45507
4365,0.0012163,96.10473,96.10473,96.10473,96.10473,96.10473,96.10473,96.10473,96.10473
4366,0.00121632,98.373535,98.373535,98.373535,98.373535,98.373535,98.373535,98.59814,98.59814
4367,0.00121635,101.254616,101.254616,101.254616,101.254616,101.254616,101.254616,100.91894,100.91894
4368,0.00121637,95.40664,97.77096,89.95746,94.07585,92.2354,96.874695,103.05053,103.05053
4369,0.00121639,104.87343,104.87343,104.87343,104.87343,104.87343,104.87343,104.97631,104.97631
4370,0.00121641,106.61748,106.61748,106.61748,106.61748,106.61748,106.61748,106.67236,106.67236
4371,0.00121643,108.125,108.125,108.125,108.125,108.125,108.125,108.125,108.125
4372,0.00121645,109.27847,109.27847,109.27847,109.27847,109.27847,109.27847,109.32544,109.32544
4373,0.00121648,110.45137,110.45137,110.45137,110.45137,110.45137,110.45137,110.27515,110.27515
4374,0.0012165,108.64874,110.94737,104.85376,104.47413,104.717636,112.30939,110.9829,110.9829
4375,0.00121652,111.3912,111.3912,111.3912,111.3912,111.3912,111.3912,111.45898,111.45898
4376,0.00121654,111.66012,111.66012,111.66012,111.66012,111.66012,111.66012,111.71289,111.71289
4377,0.00121656,111.75366,111.75366,111.75366,111.75366,111.75366,111.75366,111.75366,111.75366
4378,0.00121659,111.52769,111.52769,111.52769,111.52769,111.52769,111.52769,111.593254,111.593254
4379,0.00121661,111.17518,111.17518,111.17518,111.17518,111.17518,111.17518,111.24096,111.24096
4380,0.00121663,113.80806,118.03095,111.75522,107.400116,109.74365,118.55098,110.70483,110.70483
4381,0.00121665,110.14089,110.14089,110.14089,110.14089,110.14089,110.14089,109.9934,109.9934
4382,0.00121667,109.455086,109.455086,109.455086,109.455086,109.455086,109.455086,109.12084,109.12084
4383,0.0012167,108.10717,108.10717,108.10717,108.10717,108.10717,108.10717,108.10717,108.10717
4384,0.00121672,106.96154,106.96154,106.96154,106.96154,106.96154,106.96154,106.97607,106.97607
4385,0.00121674,105.70629,105.70629,105.70629,105.70629,105.70629,105.70629,105.749504,105.749504
4386,0.00121676,110.27248,113.250786,107.118546,105.32638,106.29673,114.31357,104.45727,104.45727
4387,0.00121678,103.29247,103.29247,103.29247,103.29247,103.29247,103.29247,103.14258,103.14258
4388,0.00121681,101.53068,101.53068,101.53068,101.53068,101.53068,101.53068,101.72729,101.72729
4389,0.00121683,100.18408,100.18408,100.18408,100.18408,100.18408,100.18408,100.18408,100.18408
4390,0.00121685,98.61959,98.61959,98.61959,98.61959,98.61959,98.61959,98.52709,98.52709
4391,0.00121687,96.974144,96.974144,96.974144,96.974144,96.974144,96.974144,96.91528,96.91528
4392,0.00121689,102.13388,104.69017,98.77321,98.70965,98.57065,105.02319,95.43432,95.43432
4393,0.00121692,93.58041,93.58041,93.58041,93.58041,93.58041,93.58041,94.09497,94.09497
4394,0.00121694,92.57519,92.57519,92.57519,92.57519,92.57519,92.57519,92.85473,92.85473
4395,0.00121696,91.66039,91.66039,91.66039,91.66039,91.66039,91.66039,91.66039,91.66039
4396,0.00121698,90.76938,90.76938,90.76938,90.76938,90.76938,90.76938,90.5454,90.5454
4397,0.001217,89.891815,89.891815,89.891815,89.891815,89.891815,89.891815,89.52978,89.52978
4398,0.00121703,93.52882,96.97882,91.005135,90.3553,90.49256,95.38768,88.60888,88.60888
4399,0.00121705,87.78689,87.78689,87.78689,87.78689,87.78689,87.78689,87.77709,87.77709
4400,0.00121707,87.02478,87.02478,87.02478,87.02478,87.02478,87.02478,87.02832,87.02832
4401,0.00121709,86.35961,86.35961,86.35961,86.35961,86.35961,86.35961,86.35961,86.35961
4402,0.00121711,85.81736,85.81736,85.81736,85.81736,85.81736,85.81736,85.77245,85.77245
4403,0.00121714,85.19082,85.19082,85.19082,85.19082,85.19082,85.19082,85.2705,85.2705
4404,0.00121716,87.617485,91.115036,85.50226,84.05895,84.77993,88.718666,84.85473,84.85473
4405,0.00121718,84.557495,84.557495,84.557495,84.557495,84.557495,84.557495,84.529045,84.529045
4406,0.0012172,84.30928,84.30928,84.30928,84.30928,84.30928,84.30928,84.29003,84.29003
4407,0.00121722,84.12817,84.12817,84.12817,84.12817,84.12817,84.12817,84.12817,84.12817
4408,0.00121725,84.00031,84.00031,84.00031,84.00031,84.00031,84.00031,84.03344,84.03344
4409,0.00121727,83.98778,83.98778,83.98778,83.98778,83.98778,83.98778,83.996086,83.996086
4410,0.00121729,85.25783,88.86971,83.73331,80.95045,82.45984,86.16391,84.00976,84.00976
4411,0.00121731,84.053055,84.053055,84.053055,84.053055,84.053055,84.053055,84.06835,84.06835
4412,0.00121733,84.132744,84.132744,84.132744,84.132744,84.132744,84.132744,84.14843,84.14843
4413,0.00121735,84.270996,84.270996,84.270996,84.270996,84.270996,84.270996,84.270996,84.270996
4414,0.00121738,84.61651,84.61651,84.61651,84.61651,84.61651,84.61651,84.54516,84.54516
4415,0.0012174,84.925125,84.925125,84.925125,84.925125,84.925125,84.925125,84.89428,84.89428
4416,0.00121742,85.29899,88.91102,83.76481,81.00906,82.4997,86.210266,85.28051,85.28051
4417,0.00121744,85.6669,85.6669,85.6669,85.6669,85.6669,85.6669,85.672844,85.672844
4418,0.00121746,86.0597,86.0597,86.0597,86.0597,86.0597,86.0597,86.05762,86.05762
4419,0.00121748,86.43213,86.43213,86.43213,86.43213,86.43213,86.43213,86.43213,86.43213
4420,0.00121751,86.92161,86.92161,86.92161,86.92161,86.92161,86.92161,86.80078,86.80078
4421,0.00121753,87.22622,87.22622,87.22622,87.22622,87.22622,87.22622,87.17529,87.17529
4422,0.00121755,87.091675,90.636635,85.35093,83.05601,84.21817,88.11589,87.53954,87.53954
4423,0.00121757,87.874405,87.874405,87.874405,87.874405,87.874405,87.874405,87.88989,87.88989
4424,0.00121759,88.20544,88.20544,88.20544,88.20544,88.20544,88.20544,88.21265,88.21265
4425,0.00121761,88.497795,88.497795,88.497795,88.497795,88.497795,88.497795,88.497795,88.497795
4426,0.00121764,88.821625,88.821625,88.821625,88.821625,88.821625,88.821625,88.744865,88.744865
4427,0.00121766,88.98851,88.98851,88.98851,88.98851,88.98851,88.98851,88.95923,88.95923
4428,0.00121768,89.26118,92.84776,87.75164,84.95077,86.24659,90.4817,89.14623,89.14623
4429,0.0012177,89.31761,89.31761,89.31761,89.31761,89.31761,89.31761,89.35961,89.35961
4430,0.00121772,89.51362,89.51362,89.51362,89.51362,89.51362,89.51362,89.59545,89.59545
4431,0.00121775,89.87133,89.87133,89.87133,89.87133,89.87133,89.87133,89.87133,89.87133
4432,0.00121777,90.15626,90.15626,90.15626,90.15626,90.15626,90.15626,90.16552,90.16552
4433,0.00121779,90.4477,90.4477,90.4477,90.4477,90.4477,90.4477,90.453606,90.453606
4434,0.00121781,90.873405,94.51617,89.4866,86.44348,87.78033,92.333534,90.70752,90.70752
4435,0.00121783,90.90277,90.90277,90.90277,90.90277,90.90277,90.90277,90.90136,90.90136
4436,0.00121786,91.04978,91.04978,91.04978,91.04978,91.04978,91.04978,91.01562,91.01562
4437,0.00121788,91.04052,91.04052,91.04052,91.04052,91.04052,91.04052,91.04052,91.04052
4438,0.0012179,90.94216,90.94216,90.94216,90.94216,90.94216,90.94216,90.970695,90.970695
4439,0.00121792,90.77149,90.77149,90.77149,90.77149,90.77149,90.77149,90.80688,90.80688
4440,0.00121794,92.14545,95.8537,91.03936,87.297554,88.930046,93.76265,90.55004,90.55004
4441,0.00121796,90.2966,90.2966,90.2966,90.2966,90.2966,90.2966,90.23901,90.23901
4442,0.00121799,89.87278,89.87278,89.87278,89.87278,89.87278,89.87278,89.90478,89.90478
4443,0.00121801,89.568596,89.568596,89.568596,89.568596,89.568596,89.568596,89.568596,89.568596
4444,0.00121803,89.25686,89.25686,89.25686,89.25686,89.25686,89.25686,89.248535,89.248535
4445,0.00121805,88.96154,88.96154,88.96154,88.96154,88.96154,88.96154,88.95995,88.95995
4446,0.00121807,90.811386,94.431946,89.332924,86.472305,87.728035,92.253204,88.71044,88.71044
4447,0.00121809,88.522896,88.522896,88.522896,88.522896,88.522896,88.522896,88.509026,88.509026
4448,0.00121812,88.32687,88.32687,88.32687,88.32687,88.32687,88.32687,88.35058,88.35058
4449,0.00121814,88.21997,88.21997,88.21997,88.21997,88.21997,88.21997,88.21997,88.21997
4450,0.00121816,88.11072,88.11072,88.11072,88.11072,88.11072,88.11072,88.10473,88.10473
4451,0.00121818,88.002144,88.002144,88.002144,88.002144,88.002144,88.002144,87.99926,87.99926
4452,0.0012182,89.41663,93.0557,88.13344,84.86741,86.37249,90.66426,87.90234,87.90234
4453,0.00121823,87.78463,87.78463,87.78463,87.78463,87.78463,87.78463,87.816154,87.816154
4454,0.00121825,87.73417,87.73417,87.73417,87.73417,87.73417,87.73417,87.749504,87.749504
4455,0.00121827,87.71093,87.71093,87.71093,87.71093,87.71093,87.71093,87.71093,87.71093
4456,0.00121829,87.71796,87.71796,87.71796,87.71796,87.71796,87.71796,87.705315,87.705315
4457,0.00121831,87.75397,87.75397,87.75397,87.75397,87.75397,87.75397,87.73852,87.73852
4458,0.00121833,88.886566,92.551956,87.73107,84.19105,85.85803,90.076195,87.81664,87.81664
4459,0.00121836,87.968506,87.968506,87.968506,87.968506,87.968506,87.968506,87.944084,87.944084
4460,0.00121838,88.13474,88.13474,88.13474,88.13474,88.13474,88.13474,88.12646,88.12646
4461,0.0012184,88.3772,88.3772,88.3772,88.3772,88.3772,88.3772,88.3772,88.3772
4462,0.00121842,88.70584,88.70584,88.70584,88.70584,88.70584,88.70584,88.70361,88.70361
4463,0.00121844,89.08763,89.08763,89.08763,89.08763,89.08763,89.08763,89.076164,89.076164
4464,0.00121846,89.44131,93.07505,88.02488,85.09768,86.42881,90.72009,89.47876,89.47876
4465,0.00121849,90.012024,90.012024,90.012024,90.012024,90.012024,90.012024,89.896484,89.896484
4466,0.00121851,90.32531,90.32531,90.32531,90.32531,90.32531,90.32531,90.28417,90.28417
4467,0.00121853,90.60546,90.60546,90.60546,90.60546,90.60546,90.60546,90.60546,90.60546
4468,0.00121855,90.850746,90.850746,90.850746,90.850746,90.850746,90.850746,90.86597,90.86597
4469,0.00121857,91.05045,91.05045,91.05045,91.05045,91.05045,91.05045,91.06372,91.06372
4470,0.00121859,91.37519,94.98048,89.89676,86.981155,88.24952,92.872986,91.19164,91.19164
4471,0.00121861,91.26004,91.26004,91.26004,91.26004,91.26004,91.26004,91.23852,91.23852
4472,0.00121864,91.18307,91.18307,91.18307,91.18307,91.18307,91.18307,91.18212,91.18212
4473,0.00121866,90.98168,90.98168,90.98168,90.98168,90.98168,90.98168,90.98168,90.98168
4474,0.00121868,90.64497,90.64497,90.64497,90.64497,90.64497,90.64497,90.67211,90.67211
4475,0.0012187,90.1972,90.1972,90.1972,90.1972,90.1972,90.1972,90.23852,90.23852
4476,0.00121872,91.93746,95.572845,90.60031,87.31986,88.74949,93.49487,89.67163,89.67163
4477,0.00121874,89.09427,89.09427,89.09427,89.09427,89.09427,89.09427,88.9851,88.9851
4478,0.00121876,88.46205,88.46205,88.46205,88.46205,88.46205,88.46205,88.20702,88.20702
4479,0.00121879,87.388176,87.388176,87.388176,87.388176,87.388176,87.388176,87.388176,87.388176
4480,0.00121881,86.58728,86.58728,86.58728,86.58728,86.58728,86.58728,86.57543,86.57543
4481,0.00121883,85.77818,85.77818,85.77818,85.77818,85.77818,85.77818,85.79711,85.79711
4482,0.00121885,88.50982,91.92102,86.23432,84.99612,85.6039,89.645874,85.03344,85.03344
4483,0.00121887,84.43366,84.43366,84.43366,84.43366,84.43366,84.43366,84.33886,84.33886
4484,0.00121889,84.09169,84.09169,84.09169,84.09169,84.09169,84.09169,84.03149,84.03149
4485,0.00121891,84.12841,84.12841,84.12841,84.12841,84.12841,84.12841,84.12841,84.12841
4486,0.00121893,84.5975,84.5975,84.5975,84.5975,84.5975,84.5975,84.57665,84.57665
4487,0.00121895,85.28377,85.28377,85.28377,85.28377,85.28377,85.28377,85.227776,85.227776
4488,0.00121897,85.50755,89.101036,83.902054,81.29689,82.70528,86.429634,85.90478,85.90478
4489,0.00121899,86.23661,86.23661,86.23661,86.23661,86.23661,86.23661,86.33838,86.33838
4490,0.00121901,86.28922,86.28922,86.28922,86.28922,86.28922,86.28922,86.36718,86.36718
4491,0.00121903,86.131096,86.131096,86.131096,86.131096,86.131096,86.131096,86.131096,86.131096
4492,0.00121906,85.60609,85.60609,85.60609,85.60609,85.60609,85.60609,85.7412,85.7412
4493,0.00121908,85.06661,85.06661,85.06661,85.06661,85.06661,85.06661,85.14306,85.14306
4494,0.0012191,86.60142,90.13573,84.989426,82.299416,83.704346,87.54031,84.36743,84.36743
4495,0.00121912,83.51079,83.51079,83.51079,83.51079,83.51079,83.51079,83.477295,83.477295
4496,0.00121914,82.53584,82.53584,82.53584,82.53584,82.53584,82.53584,82.5144,82.5144
4497,0.00121916,81.49096,81.49096,81.49096,81.49096,81.49096,81.49096,81.49096,81.49096
4498,0.00121918,80.41124,80.41124,80.41124,80.41124,80.41124,80.41124,80.42211,80.42211
4499,0.0012192,79.27862,79.27862,79.27862,79.27862,79.27862,79.27862,79.286125,79.286125
4500,0.00121922,82.259674,85.53033,79.27397,79.35777,79.766014,82.9149,78.06176,78.06176
4501,0.00121924,76.738815,76.738815,76.738815,76.738815,76.738815,76.738815,76.73827,76.73827
