,time,baseline,S^2 case,S^2 case 0,S^2 all,S^2 probe 1,S^2 probe all,target,target
8469,0.00130281,-43.5376,-43.5376,-43.5376,-43.5376,-43.5376,-43.5376,-43.5376,-43.5376
8470,0.00130283,-52.497334,-52.497334,-52.497334,-52.497334,-52.497334,-52.497334,-52.492924,-52.492924
8471,0.00130285,-61.330643,-61.330643,-61.330643,-61.330643,-61.330643,-61.330643,-61.328857,-61.328857
8472,0.00130287,-43.7911,-40.513557,-42.1477,-32.95345,-42.56789,-40.110004,-70.01075,-70.01075
8473,0.00130289,-78.51271,-78.51271,-78.51271,-78.51271,-78.51271,-78.51271,-78.51368,-78.51368
8474,0.00130291,-86.81904,-86.81904,-86.81904,-86.81904,-86.81904,-86.81904,-86.818855,-86.818855
8475,0.00130293,-94.91406,-94.91406,-94.91406,-94.91406,-94.91406,-94.91406,-94.91406,-94.91406
8476,0.00130295,-102.783226,-102.783226,-102.783226,-102.783226,-102.783226,-102.783226,-102.785164,-102.785164
8477,0.00130297,-110.4162,-110.4162,-110.4162,-110.4162,-110.4162,-110.4162,-110.42114,-110.42114
8478,0.00130299,-99.1205,-90.42585,-86.474434,-90.07543,-96.0895,-90.7085,-117.80371,-117.80371
8479,0.00130301,-124.935,-124.935,-124.935,-124.935,-124.935,-124.935,-124.92822,-124.92822
8480,0.00130303,-131.79318,-131.79318,-131.79318,-131.79318,-131.79318,-131.79318,-131.78589,-131.78589
8481,0.00130305,-138.35986,-138.35986,-138.35986,-138.35986,-138.35986,-138.35986,-138.35986,-138.35986
8482,0.00130307,-144.61478,-144.61478,-144.61478,-144.61478,-144.61478,-144.61478,-144.61475,-144.61475
8483,0.00130309,-150.53006,-150.53006,-150.53006,-150.53006,-150.53006,-150.53006,-150.5393,-150.5393
8484,0.00130311,-144.33466,-130.56593,-128.82057,-134.74539,-138.94946,-134.41077,-156.07593,-156.07593
8485,0.00130313,-161.22653,-161.22653,-161.22653,-161.22653,-161.22653,-161.22653,-161.21753,-161.21753
8486,0.00130315,-165.97153,-165.97153,-165.97153,-165.97153,-165.97153,-165.97153,-165.96313,-165.96313
8487,0.00130317,-170.30444,-170.30444,-170.30444,-170.30444,-170.30444,-170.30444,-170.30444,-170.30444
8488,0.00130319,-174.21617,-174.21617,-174.21617,-174.21617,-174.21617,-174.21617,-174.23146,-174.23146
8489,0.00130321,-177.68707,-177.68707,-177.68707,-177.68707,-177.68707,-177.68707,-177.69482,-177.69482
8490,0.00130323,-178.8997,-170.95045,-159.67761,-167.88164,-169.52148,-169.17819,-180.69484,-180.69484
8491,0.00130325,-183.22159,-183.22159,-183.22159,-183.22159,-183.22159,-183.22159,-183.21681,-183.21681
8492,0.00130327,-185.26733,-185.26733,-185.26733,-185.26733,-185.26733,-185.26733,-185.26219,-185.26219
8493,0.00130329,-186.83643,-186.83643,-186.83643,-186.83643,-186.83643,-186.83643,-186.83643,-186.83643
8494,0.00130331,-187.93562,-187.93562,-187.93562,-187.93562,-187.93562,-187.93562,-187.94409,-187.94409
8495,0.00130333,-188.58089,-188.58089,-188.58089,-188.58089,-188.58089,-188.58089,-188.59204,-188.59204
8496,0.00130335,-196.8472,-194.86201,-176.90976,-186.8364,-189.76982,-192.22887,-188.79054,-188.79054
8497,0.00130337,-188.57886,-188.57886,-188.57886,-188.57886,-188.57886,-188.57886,-188.55688,-188.55688
8498,0.00130339,-187.94408,-187.94408,-187.94408,-187.94408,-187.94408,-187.94408,-187.91382,-187.91382
8499,0.00130341,-186.88037,-186.88037,-186.88037,-186.88037,-186.88037,-186.88037,-186.88037,-186.88037
8500,0.00130343,-185.39763,-185.39763,-185.39763,-185.39763,-185.39763,-185.39763,-185.45361,-185.45361
8501,0.00130345,-183.5684,-183.5684,-183.5684,-183.5684,-183.5684,-183.5684,-183.64575,-183.64575
8502,0.00130347,-198.47287,-197.57588,-178.49144,-188.71455,-191.68677,-194.83466,-181.48097,-181.48097
8503,0.00130349,-179.17447,-179.17447,-179.17447,-179.17447,-179.17447,-179.17447,-178.99829,-178.99829
8504,0.00130351,-176.4921,-176.4921,-176.4921,-176.4921,-176.4921,-176.4921,-176.23584,-176.23584
8505,0.00130353,-173.22803,-173.22803,-173.22803,-173.22803,-173.22803,-173.22803,-173.22803,-173.22803
8506,0.00130355,-169.29391,-169.29391,-169.29391,-169.29391,-169.29391,-169.29391,-170.00244,-170.00244
8507,0.00130356,-167.1876,-167.1876,-167.1876,-167.1876,-167.1876,-167.1876,-166.56494,-166.56494
8508,0.00130358,-186.70567,-181.45697,-167.28868,-175.98177,-178.4165,-179.05972,-163.00854,-163.00854
8509,0.0013036,-159.17307,-159.17307,-159.17307,-159.17307,-159.17307,-159.17307,-159.37549,-159.37549
8510,0.00130362,-155.59355,-155.59355,-155.59355,-155.59355,-155.59355,-155.59355,-155.72461,-155.72461
8511,0.00130364,-152.06494,-152.06494,-152.06494,-152.06494,-152.06494,-152.06494,-152.06494,-152.06494
8512,0.00130366,-148.43068,-148.43068,-148.43068,-148.43068,-148.43068,-148.43068,-148.3977,-148.3977
8513,0.00130368,-144.72797,-144.72797,-144.72797,-144.72797,-144.72797,-144.72797,-144.72412,-144.72412
8514,0.0013037,-165.1011,-158.34752,-148.51015,-155.60156,-156.96687,-158.18636,-141.04248,-141.04248
8515,0.00130372,-137.44164,-137.44164,-137.44164,-137.44164,-137.44164,-137.44164,-137.42017,-137.42017
8516,0.00130374,-133.91986,-133.91986,-133.91986,-133.91986,-133.91986,-133.91986,-133.88965,-133.88965
8517,0.00130376,-130.45337,-130.45337,-130.45337,-130.45337,-130.45337,-130.45337,-130.45337,-130.45337
8518,0.00130378,-127.04722,-127.04722,-127.04722,-127.04722,-127.04722,-127.04722,-127.12867,-127.12867
8519,0.0013038,-123.82189,-123.82189,-123.82189,-123.82189,-123.82189,-123.82189,-123.92627,-123.92627
8520,0.00130382,-142.24905,-134.71674,-129.32112,-134.82228,-136.21025,-136.40611,-120.92676,-120.92676
8521,0.00130385,-117.37266,-117.37266,-117.37266,-117.37266,-117.37266,-117.37266,-118.18726,-118.18726
8522,0.00130387,-115.38575,-115.38575,-115.38575,-115.38575,-115.38575,-115.38575,-115.72632,-115.72632
8523,0.00130389,-113.55298,-113.55298,-113.55298,-113.55298,-113.55298,-113.55298,-113.55298,-113.55298
8524,0.00130391,-111.784615,-111.784615,-111.784615,-111.784615,-111.784615,-111.784615,-111.66822,-111.66822
8525,0.00130393,-110.152596,-110.152596,-110.152596,-110.152596,-110.152596,-110.152596,-110.075935,-110.075935
8526,0.00130395,-124.36495,-117.91272,-114.41457,-118.59181,-119.625015,-120.5691,-108.76929,-108.76929
8527,0.00130397,-107.72267,-107.72267,-107.72267,-107.72267,-107.72267,-107.72267,-107.75294,-107.75294
8528,0.00130399,-107.00319,-107.00319,-107.00319,-107.00319,-107.00319,-107.00319,-107.023445,-107.023445
8529,0.00130401,-106.57691,-106.57691,-106.57691,-106.57691,-106.57691,-106.57691,-106.57691,-106.57691
8530,0.00130403,-106.41605,-106.41605,-106.41605,-106.41605,-106.41605,-106.41605,-106.38526,-106.38526
8531,0.00130405,-106.51756,-106.51756,-106.51756,-106.51756,-106.51756,-106.51756,-106.49072,-106.49072
8532,0.00130407,-115.85903,-112.61202,-108.25568,-111.64237,-111.232445,-114.28589,-106.88452,-106.88452
8533,0.00130409,-107.51638,-107.51638,-107.51638,-107.51638,-107.51638,-107.51638,-107.52466,-107.52466
8534,0.00130411,-108.39793,-108.39793,-108.39793,-108.39793,-108.39793,-108.39793,-108.39258,-108.39258
8535,0.00130413,-109.510254,-109.510254,-109.510254,-109.510254,-109.510254,-109.510254,-109.510254,-109.510254
8536,0.00130415,-110.83033,-110.83033,-110.83033,-110.83033,-110.83033,-110.83033,-110.8501,-110.8501
8537,0.00130417,-112.318436,-112.318436,-112.318436,-112.318436,-112.318436,-112.318436,-112.3357,-112.3357
8538,0.00130419,-117.78885,-113.531555,-109.66853,-113.253426,-113.37892,-115.60811,-113.93067,-113.93067
8539,0.00130421,-115.62592,-115.62592,-115.62592,-115.62592,-115.62592,-115.62592,-115.633545,-115.633545
8540,0.00130423,-117.37418,-117.37418,-117.37418,-117.37418,-117.37418,-117.37418,-117.37573,-117.37573
8541,0.00130425,-119.1482,-119.1482,-119.1482,-119.1482,-119.1482,-119.1482,-119.1482,-119.1482
8542,0.00130427,-120.92045,-120.92045,-120.92045,-120.92045,-120.92045,-120.92045,-120.91919,-120.91919
8543,0.00130429,-122.662346,-122.662346,-122.662346,-122.662346,-122.662346,-122.662346,-122.66041,-122.66041
8544,0.00130431,-127.27968,-121.98118,-117.32854,-121.59886,-122.33543,-124.065315,-124.34497,-124.34497
8545,0.00130433,-125.94247,-125.94247,-125.94247,-125.94247,-125.94247,-125.94247,-125.94312,-125.94312
8546,0.00130435,-127.44089,-127.44089,-127.44089,-127.44089,-127.44089,-127.44089,-127.44654,-127.44654
8547,0.00130437,-128.82935,-128.82935,-128.82935,-128.82935,-128.82935,-128.82935,-128.82935,-128.82935
8548,0.00130439,-130.09416,-130.09416,-130.09416,-130.09416,-130.09416,-130.09416,-130.0896,-130.0896
8549,0.00130441,-131.21071,-131.21071,-131.21071,-131.21071,-131.21071,-131.21071,-131.20898,-131.20898
8550,0.00130443,-137.34303,-133.55724,-126.47591,-131.38484,-131.86943,-134.33655,-132.15161,-132.15161
8551,0.00130445,-132.89052,-132.89052,-132.89052,-132.89052,-132.89052,-132.89052,-132.87427,-132.87427
8552,0.00130447,-133.4051,-133.4051,-133.4051,-133.4051,-133.4051,-133.4051,-133.3894,-133.3894
8553,0.00130449,-133.67407,-133.67407,-133.67407,-133.67407,-133.67407,-133.67407,-133.67407,-133.67407
8554,0.00130451,-133.68665,-133.68665,-133.68665,-133.68665,-133.68665,-133.68665,-133.72168,-133.72168
8555,0.00130453,-133.47408,-133.47408,-133.47408,-133.47408,-133.47408,-133.47408,-133.52441,-133.52441
8556,0.00130455,-142.67844,-141.61418,-132.01878,-137.08499,-136.82193,-140.9388,-133.07812,-133.07812
8557,0.00130458,-132.18881,-132.18881,-132.18881,-132.18881,-132.18881,-132.18881,-132.3899,-132.3899
8558,0.0013046,-131.36134,-131.36134,-131.36134,-131.36134,-131.36134,-131.36134,-131.46582,-131.46582
8559,0.00130462,-130.30591,-130.30591,-130.30591,-130.30591,-130.30591,-130.30591,-130.30591,-130.30591
8560,0.00130464,-128.98917,-128.98917,-128.98917,-128.98917,-128.98917,-128.98917,-128.91333,-128.91333
8561,0.00130466,-127.38249,-127.38249,-127.38249,-127.38249,-127.38249,-127.38249,-127.31323,-127.31323
8562,0.00130468,-139.89284,-136.81935,-128.89919,-133.95958,-134.18677,-137.14095,-125.4585,-125.4585
8563,0.0013047,-123.21948,-123.21948,-123.21948,-123.21948,-123.21948,-123.21948,-123.3379,-123.3379
8564,0.00130472,-120.786674,-120.786674,-120.786674,-120.786674,-120.786674,-120.786674,-120.954834,-120.954834
8565,0.00130474,-118.31104,-118.31104,-118.31104,-118.31104,-118.31104,-118.31104,-118.31104,-118.31104
8566,0.00130477,-114.64182,-114.64182,-114.64182,-114.64182,-114.64182,-114.64182,-115.41578,-115.41578
8567,0.00130479,-111.972984,-111.972984,-111.972984,-111.972984,-111.972984,-111.972984,-112.27124,-112.27124
8568,0.00130481,-127.73367,-120.51204,-117.00268,-121.485954,-123.16407,-123.24572,-108.875496,-108.875496
8569,0.00130483,-105.22626,-105.22626,-105.22626,-105.22626,-105.22626,-105.22626,-105.24609,-105.24609
8570,0.00130485,-101.26871,-101.26871,-101.26871,-101.26871,-101.26871,-101.26871,-101.394295,-101.394295
8571,0.00130487,-97.3379,-97.3379,-97.3379,-97.3379,-97.3379,-97.3379,-97.3379,-97.3379
8572,0.0013049,-91.88321,-91.88321,-91.88321,-91.88321,-91.88321,-91.88321,-93.10864,-93.10864
8573,0.00130492,-88.24556,-88.24556,-88.24556,-88.24556,-88.24556,-88.24556,-88.74537,-88.74537
8574,0.00130494,-104.52742,-99.96393,-97.114975,-100.63485,-103.58543,-101.00638,-84.28955,-84.28955
8575,0.00130496,-79.85304,-79.85304,-79.85304,-79.85304,-79.85304,-79.85304,-79.78369,-79.78369
8576,0.00130498,-75.21344,-75.21344,-75.21344,-75.21344,-75.21344,-75.21344,-75.264404,-75.264404
8577,0.001305,-70.75806,-70.75806,-70.75806,-70.75806,-70.75806,-70.75806,-70.75806,-70.75806
8578,0.00130502,-66.763306,-66.763306,-66.763306,-66.763306,-66.763306,-66.763306,-66.28028,-66.28028
8579,0.00130504,-63.061996,-63.061996,-63.061996,-63.061996,-63.061996,-63.061996,-61.84302,-61.84302
8580,0.00130507,-82.775925,-75.95452,-73.23148,-75.70225,-78.38236,-73.749855,-57.45191,-57.45191
8581,0.00130509,-53.336845,-53.336845,-53.336845,-53.336845,-53.336845,-53.336845,-53.09546,-53.09546
8582,0.00130511,-48.957634,-48.957634,-48.957634,-48.957634,-48.957634,-48.957634,-48.76563,-48.76563
8583,0.00130513,-44.45191,-44.45191,-44.45191,-44.45191,-44.45191,-44.45191,-44.45191,-44.45191
8584,0.00130515,-39.954227,-39.954227,-39.954227,-39.954227,-39.954227,-39.954227,-40.13721,-40.13721
8585,0.00130517,-35.586857,-35.586857,-35.586857,-35.586857,-35.586857,-35.586857,-35.812016,-35.812016
8586,0.00130519,-52.29495,-47.450405,-48.121494,-46.03322,-50.613132,-47.353783,-31.468998,-31.468998
8587,0.00130522,-25.830475,-25.830475,-25.830475,-25.830475,-25.830475,-25.830475,-27.104006,-27.104006
8588,0.00130524,-22.16714,-22.16714,-22.16714,-22.16714,-22.16714,-22.16714,-22.71851,-22.71851
8589,0.00130526,-18.32471,-18.32471,-18.32471,-18.32471,-18.32471,-18.32471,-18.32471,-18.32471
8590,0.00130528,-14.1455965,-14.1455965,-14.1455965,-14.1455965,-14.1455965,-14.1455965,-13.929691,-13.929691
8591,0.0013053,-9.718306,-9.718306,-9.718306,-9.718306,-9.718306,-9.718306,-9.547611,-9.547611
8592,0.00130532,-24.802128,-21.73563,-23.458052,-20.25622,-24.203953,-22.564648,-5.1928754,-5.1928754
8593,0.00130534,-0.7150641,-0.7150641,-0.7150641,-0.7150641,-0.7150641,-0.7150641,-0.88061965,-0.88061965
8594,0.00130536,3.5864828,3.5864828,3.5864828,3.5864828,3.5864828,3.5864828,3.3806107,3.3806107
8595,0.00130538,7.5873976,7.5873976,7.5873976,7.5873976,7.5873976,7.5873976,7.5873976,7.5873976
8596,0.0013054,11.221347,11.221347,11.221347,11.221347,11.221347,11.221347,11.740474,11.740474
8597,0.00130543,16.365036,16.365036,16.365036,16.365036,16.365036,16.365036,15.843502,15.843502
8598,0.00130545,2.659745,4.114787,2.1946268,6.353562,2.4686072,4.613311,19.915766,19.915766
8599,0.00130547,23.769289,23.769289,23.769289,23.769289,23.769289,23.769289,23.974115,23.974115
8600,0.00130549,27.871288,27.871288,27.871288,27.871288,27.871288,27.871288,28.034662,28.034662
8601,0.00130551,32.111813,32.111813,32.111813,32.111813,32.111813,32.111813,32.111813,32.111813
8602,0.00130553,36.377296,36.377296,36.377296,36.377296,36.377296,36.377296,36.210934,36.210934
8603,0.00130555,40.53974,40.53974,40.53974,40.53974,40.53974,40.53974,40.33105,40.33105
8604,0.00130557,27.902485,30.366056,24.651434,30.92217,27.344482,30.65547,44.467525,44.467525
8605,0.00130559,48.086708,48.086708,48.086708,48.086708,48.086708,48.086708,48.615475,48.615475
8606,0.00130562,53.297874,53.297874,53.297874,53.297874,53.297874,53.297874,52.778072,52.778072
8607,0.00130564,56.939693,56.939693,56.939693,56.939693,56.939693,56.939693,56.939693,56.939693
8608,0.00130566,60.90194,60.90194,60.90194,60.90194,60.90194,60.90194,61.091057,61.091057
8609,0.00130568,65.0793,65.0793,65.0793,65.0793,65.0793,65.0793,65.22314,65.22314
8610,0.0013057,53.353405,55.357525,45.550743,55.606,52.63536,55.534252,69.30248,69.30248
8611,0.00130572,73.41193,73.41193,73.41193,73.41193,73.41193,73.41193,73.276855,73.276855
8612,0.00130574,77.28684,77.28684,77.28684,77.28684,77.28684,77.28684,77.12231,77.12231
8613,0.00130576,80.816154,80.816154,80.816154,80.816154,80.816154,80.816154,80.816154,80.816154
8614,0.00130579,85.377785,85.377785,85.377785,85.377785,85.377785,85.377785,84.34179,84.34179
8615,0.00130581,88.1329,88.1329,88.1329,88.1329,88.1329,88.1329,87.6897,87.6897
8616,0.00130583,78.87879,80.461845,70.726364,79.571625,76.5554,79.47842,90.858635,90.858635
8617,0.00130585,93.68473,93.68473,93.68473,93.68473,93.68473,93.68473,93.86133,93.86133
8618,0.00130587,96.57618,96.57618,96.57618,96.57618,96.57618,96.57618,96.71166,96.71166
8619,0.00130589,99.45678,99.45678,99.45678,99.45678,99.45678,99.45678,99.45678,99.45678
8620,0.00130591,102.25493,102.25493,102.25493,102.25493,102.25493,102.25493,102.132805,102.132805
8621,0.00130593,104.91739,104.91739,104.91739,104.91739,104.91739,104.91739,104.77392,104.77392
8622,0.00130595,98.990105,100.858864,93.445854,97.52001,95.639626,100.930435,107.3955,107.3955
8623,0.00130597,109.66892,109.66892,109.66892,109.66892,109.66892,109.66892,109.99975,109.99975
8624,0.001306,112.9072,112.9072,112.9072,112.9072,112.9072,112.9072,112.58007,112.58007
8625,0.00130602,115.12817,115.12817,115.12817,115.12817,115.12817,115.12817,115.12817,115.12817
8626,0.00130604,117.50985,117.50985,117.50985,117.50985,117.50985,117.50985,117.64208,117.64208
8627,0.00130606,120.021866,120.021866,120.021866,120.021866,120.021866,120.021866,120.12914,120.12914
8628,0.00130608,115.77594,117.50614,110.034004,112.82882,111.85082,119.92889,122.60351,122.60351
8629,0.0013061,125.19236,125.19236,125.19236,125.19236,125.19236,125.19236,125.08544,125.08544
8630,0.00130612,127.718994,127.718994,127.718994,127.718994,127.718994,127.718994,127.58691,127.58691
8631,0.00130614,130.11229,130.11229,130.11229,130.11229,130.11229,130.11229,130.11229,130.11229
8632,0.00130616,132.33212,132.33212,132.33212,132.33212,132.33212,132.33212,132.656,132.656
8633,0.00130619,135.52966,135.52966,135.52966,135.52966,135.52966,135.52966,135.20604,135.20604
8634,0.00130621,131.97617,135.138,125.8562,128.94302,127.95591,136.24265,137.7407,137.7407
8635,0.00130623,140.10738,140.10738,140.10738,140.10738,140.10738,140.10738,140.23022,140.23022
8636,0.00130625,142.5352,142.5352,142.5352,142.5352,142.5352,142.5352,142.63939,142.63939
8637,0.00130627,144.88792,144.88792,144.88792,144.88792,144.88792,144.88792,144.88792,144.88792
8638,0.00130629,147.04729,147.04729,147.04729,147.04729,147.04729,147.04729,146.9768,146.9768
8639,0.00130631,148.96713,148.96713,148.96713,148.96713,148.96713,148.96713,148.8911,148.8911
8640,0.00130633,147.57259,151.07655,140.37465,143.31685,142.99748,150.80899,150.61938,150.61938
8641,0.00130636,152.5935,152.5935,152.5935,152.5935,152.5935,152.5935,152.1538,152.1538
8642,0.00130638,153.66801,153.66801,153.66801,153.66801,153.66801,153.66801,153.49046,153.49046
8643,0.0013064,154.6389,154.6389,154.6389,154.6389,154.6389,154.6389,154.6389,154.6389
8644,0.00130642,155.56157,155.56157,155.56157,155.56157,155.56157,155.56157,155.61229,155.61229
8645,0.00130644,156.40553,156.40553,156.40553,156.40553,156.40553,156.40553,156.4304,156.4304
8646,0.00130646,158.52837,162.76834,153.43694,152.2232,153.58995,162.87604,157.11888,157.11888
8647,0.00130648,157.66956,157.66956,157.66956,157.66956,157.66956,157.66956,157.70361,157.70361
8648,0.00130651,158.3001,158.3001,158.3001,158.3001,158.3001,158.3001,158.21484,158.21484
8649,0.00130653,158.68797,158.68797,158.68797,158.68797,158.68797,158.68797,158.68797,158.68797
8650,0.00130655,159.11855,159.11855,159.11855,159.11855,159.11855,159.11855,159.15503,159.15503
8651,0.00130657,159.61081,159.61081,159.61081,159.61081,159.61081,159.61081,159.64232,159.64232
8652,0.00130659,163.76723,168.54858,160.20744,156.97623,158.70631,168.79922,160.17406,160.17406
8653,0.00130661,160.81155,160.81155,160.81155,160.81155,160.81155,160.81155,160.771,160.771
8654,0.00130663,161.50183,161.50183,161.50183,161.50183,161.50183,161.50183,161.45116,161.45116
8655,0.00130665,162.21729,162.21729,162.21729,162.21729,162.21729,162.21729,162.21729,162.21729
8656,0.00130668,163.30292,163.30292,163.30292,163.30292,163.30292,163.30292,163.0581,163.0581
8657,0.0013067,164.05357,164.05357,164.05357,164.05357,164.05357,164.05357,163.94678,163.94678
8658,0.00130672,167.57957,171.9696,163.40453,161.1916,162.67659,172.25954,164.84668,164.84668
8659,0.00130674,165.68405,165.68405,165.68405,165.68405,165.68405,165.68405,165.71678,165.71678
8660,0.00130676,166.50291,166.50291,166.50291,166.50291,166.50291,166.50291,166.51953,166.51953
8661,0.00130678,167.22437,167.22437,167.22437,167.22437,167.22437,167.22437,167.22437,167.22437
8662,0.0013068,167.78586,167.78586,167.78586,167.78586,167.78586,167.78586,167.8081,167.8081
8663,0.00130683,168.3399,168.3399,168.3399,168.3399,168.3399,168.3399,168.2512,168.2512
8664,0.00130685,172.36761,176.9633,168.24393,165.92303,167.63817,177.02737,168.5454,168.5454
8665,0.00130687,168.6402,168.6402,168.6402,168.6402,168.6402,168.6402,168.68555,168.68555
8666,0.00130689,168.6325,168.6325,168.6325,168.6325,168.6325,168.6325,168.67578,168.67578
8667,0.00130691,168.5283,168.5283,168.5283,168.5283,168.5283,168.5283,168.5283,168.5283
8668,0.00130693,168.33452,168.33452,168.33452,168.33452,168.33452,168.33452,168.26758,168.26758
8669,0.00130695,168.06152,168.06152,168.06152,168.06152,168.06152,168.06152,167.92357,167.92357
8670,0.00130698,174.48622,180.00984,171.50209,167.38751,169.73991,179.64027,167.52832,167.52832
8671,0.001307,167.1134,167.1134,167.1134,167.1134,167.1134,167.1134,167.11084,167.11084
8672,0.00130702,166.69829,166.69829,166.69829,166.69829,166.69829,166.69829,166.70189,166.70189
8673,0.00130704,166.33372,166.33372,166.33372,166.33372,166.33372,166.33372,166.33372,166.33372
8674,0.00130706,166.06276,166.06276,166.06276,166.06276,166.06276,166.06276,166.0437,166.0437
8675,0.00130708,165.89764,165.89764,165.89764,165.89764,165.89764,165.89764,165.86792,165.86792
8676,0.0013071,172.58734,177.84825,169.32248,165.81267,167.85396,177.66324,165.843,165.843
8677,0.00130712,165.91272,165.91272,165.91272,165.91272,165.91272,165.91272,166.00096,166.00096
8678,0.00130715,166.36493,166.36493,166.36493,166.36493,166.36493,166.36493,166.37328,166.37328
8679,0.00130717,166.98607,166.98607,166.98607,166.98607,166.98607,166.98607,166.98607,166.98607
8680,0.00130719,167.90628,167.90628,167.90628,167.90628,167.90628,167.90628,167.84155,167.84155
8681,0.00130721,169.0508,169.0508,169.0508,169.0508,169.0508,169.0508,168.94897,168.94897
8682,0.00130723,173.1897,177.99533,169.26497,166.7789,168.52744,177.99751,170.31787,170.31787
8683,0.00130725,171.64888,171.64888,171.64888,171.64888,171.64888,171.64888,171.96191,171.96191
8684,0.00130727,173.15771,173.15771,173.15771,173.15771,173.15771,173.15771,173.87915,173.87915
8685,0.0013073,176.09789,176.09789,176.09789,176.09789,176.09789,176.09789,176.09789,176.09789
8686,0.00130732,178.67091,178.67091,178.67091,178.67091,178.67091,178.67091,178.67773,178.67773
8687,0.00130734,181.56725,181.56725,181.56725,181.56725,181.56725,181.56725,181.48827,181.48827
8688,0.00130736,182.11093,183.79353,173.77539,176.5814,177.26065,184.54077,184.53978,184.53978
8689,0.00130738,187.41544,187.41544,187.41544,187.41544,187.41544,187.41544,187.83568,187.83568
8690,0.0013074,190.31703,190.31703,190.31703,190.31703,190.31703,190.31703,191.37645,191.37645
8691,0.00130743,195.14868,195.14868,195.14868,195.14868,195.14868,195.14868,195.14868,195.14868
8692,0.00130745,198.9199,198.9199,198.9199,198.9199,198.9199,198.9199,199.11743,199.11743
8693,0.00130747,203.06754,203.06754,203.06754,203.06754,203.06754,203.06754,203.23682,203.23682
8694,0.00130749,201.21652,199.63922,188.14415,196.41478,196.45311,200.58394,207.44995,207.44995
8695,0.00130751,211.9255,211.9255,211.9255,211.9255,211.9255,211.9255,211.71239,211.71239
8696,0.00130753,216.35278,216.35278,216.35278,216.35278,216.35278,216.35278,216.073,216.073
8697,0.00130755,220.59033,220.59033,220.59033,220.59033,220.59033,220.59033,220.59033,220.59033
8698,0.00130758,226.56396,226.56396,226.56396,226.56396,226.56396,226.56396,225.30591,225.30591
8699,0.0013076,230.7336,230.7336,230.7336,230.7336,230.7336,230.7336,230.25633,230.25633
8700,0.00130762,226.42223,224.11644,209.58148,224.31177,222.58186,224.20538,235.47386,235.47386
8701,0.00130764,241.00548,241.00548,241.00548,241.00548,241.00548,241.00548,240.99022,240.99022
8702,0.00130766,246.98932,246.98932,246.98932,246.98932,246.98932,246.98932,246.80907,246.80907
8703,0.00130768,252.94627,252.94627,252.94627,252.94627,252.94627,252.94627,252.94627,252.94627
8704,0.00130771,261.31107,261.31107,261.31107,261.31107,261.31107,261.31107,259.42017,259.42017
8705,0.00130773,267.0203,267.0203,267.0203,267.0203,267.0203,267.0203,266.23853,266.23853
8706,0.00130775,258.0105,254.84152,236.25067,259.56598,254.54326,254.83762,273.37134,273.37134
8707,0.00130777,280.6544,280.6544,280.6544,280.6544,280.6544,280.6544,280.78516,280.78516
8708,0.00130779,288.48413,288.48413,288.48413,288.48413,288.48413,288.48413,288.44238,288.44238
8709,0.00130781,296.3064,296.3064,296.3064,296.3064,296.3064,296.3064,296.3064,296.3064
8710,0.00130784,307.21304,307.21304,307.21304,307.21304,307.21304,307.21304,304.34055,304.34055
8711,0.00130786,314.04276,314.04276,314.04276,314.04276,314.04276,314.04276,312.4934,312.4934
8712,0.00130788,299.71954,292.647,278.22073,305.04407,295.17322,297.65863,320.70187,320.70187
8713,0.0013079,327.3483,327.3483,327.3483,327.3483,327.3483,327.3483,328.906,328.906
8714,0.00130792,334.14523,334.14523,334.14523,334.14523,334.14523,334.14523,337.02856,337.02856
8715,0.00130795,344.9829,344.9829,344.9829,344.9829,344.9829,344.9829,344.9829,344.9829
8716,0.00130797,352.76105,352.76105,352.76105,352.76105,352.76105,352.76105,352.8108,352.8108
8717,0.00130799,360.5745,360.5745,360.5745,360.5745,360.5745,360.5745,360.45776,360.45776
8718,0.00130801,349.11902,339.71045,333.23444,353.32782,342.96002,349.7662,367.89648,367.89648
8719,0.00130803,374.3582,374.3582,374.3582,374.3582,374.3582,374.3582,375.12692,375.12692
8720,0.00130805,380.2224,380.2224,380.2224,380.2224,380.2224,380.2224,382.10693,382.10693
8721,0.00130808,388.81885,388.81885,388.81885,388.81885,388.81885,388.81885,388.81885,388.81885
8722,0.0013081,394.91055,394.91055,394.91055,394.91055,394.91055,394.91055,395.26486,395.26486
8723,0.00130812,401.1605,401.1605,401.1605,401.1605,401.1605,401.1605,401.42233,401.42233
8724,0.00130814,402.989,397.8259,385.40637,398.09296,388.19183,399.15768,407.27243,407.27243
8725,0.00130816,412.99158,412.99158,412.99158,412.99158,412.99158,412.99158,412.81125,412.81125
8726,0.00130818,418.22794,418.22794,418.22794,418.22794,418.22794,418.22794,418.03564,418.03564
8727,0.0013082,422.93286,422.93286,422.93286,422.93286,422.93286,422.93286,422.93286,422.93286
8728,0.00130823,428.9728,428.9728,428.9728,428.9728,428.9728,428.9728,427.4978,427.4978
8729,0.00130825,432.44635,432.44635,432.44635,432.44635,432.44635,432.44635,431.72095,431.72095
8730,0.00130827,440.3882,443.346,425.02454,435.54346,429.60278,437.52872,435.5979,435.5979
8731,0.00130829,438.52563,438.52563,438.52563,438.52563,438.52563,438.52563,439.14844,439.14844
8732,0.00130831,441.30817,441.30817,441.30817,441.30817,441.30817,441.30817,442.3955,442.3955
