,time,baseline,S^ case,S^ case 0,S^ all,S^2 probe 1,S^2 probe all,target,target
8435,0.00130212,79.6436,79.6436,79.6436,79.6436,79.6436,79.6436,79.64597,79.64597
8436,0.00130214,74.28732,72.78275,75.14854,79.25861,71.096405,75.4966,82.24485,82.24485
8437,0.00130216,84.77564,84.77564,84.77564,84.77564,84.77564,84.77564,84.78659,84.78659
8438,0.00130218,87.27286,87.27286,87.27286,87.27286,87.27286,87.27286,87.299774,87.299774
8439,0.0013022,89.78464,89.78464,89.78464,89.78464,89.78464,89.78464,89.78464,89.78464
8440,0.00130222,92.33522,92.33522,92.33522,92.33522,92.33522,92.33522,92.25779,92.25779
8441,0.00130224,94.85304,94.85304,94.85304,94.85304,94.85304,94.85304,94.74045,94.74045
8442,0.00130226,90.01478,89.38362,90.58448,95.11315,87.49421,89.93764,97.242645,97.242645
8443,0.00130228,99.446625,99.446625,99.446625,99.446625,99.446625,99.446625,99.7739,99.7739
8444,0.00130231,102.62396,102.62396,102.62396,102.62396,102.62396,102.62396,102.31565,102.31565
8445,0.00130233,104.85032,104.85032,104.85032,104.85032,104.85032,104.85032,104.85032,104.85032
8446,0.00130235,107.27208,107.27208,107.27208,107.27208,107.27208,107.27208,107.379364,107.379364
8447,0.00130237,109.79126,109.79126,109.79126,109.79126,109.79126,109.79126,109.8596,109.8596
8448,0.00130239,106.002556,103.93197,104.86198,109.962585,102.71952,105.972466,112.26365,112.26365
8449,0.00130241,114.58189,114.58189,114.58189,114.58189,114.58189,114.58189,114.58909,114.58909
8450,0.00130243,116.78594,116.78594,116.78594,116.78594,116.78594,116.78594,116.818825,116.818825
8451,0.00130245,118.952614,118.952614,118.952614,118.952614,118.952614,118.952614,118.952614,118.952614
8452,0.00130247,121.14911,121.14911,121.14911,121.14911,121.14911,121.14911,121.11521,121.11521
8453,0.00130249,123.40431,123.40431,123.40431,123.40431,123.40431,123.40431,123.39622,123.39622
8454,0.00130251,121.165596,118.903114,119.77254,125.296875,117.3168,121.36165,125.737526,125.737526
8455,0.00130253,128.15918,128.15918,128.15918,128.15918,128.15918,128.15918,128.14597,128.14597
8456,0.00130255,130.64433,130.64433,130.64433,130.64433,130.64433,130.64433,130.64108,130.64108
8457,0.00130257,133.15915,133.15915,133.15915,133.15915,133.15915,133.15915,133.15915,133.15915
8458,0.00130259,135.67616,135.67616,135.67616,135.67616,135.67616,135.67616,135.68576,135.68576
8459,0.00130261,138.1931,138.1931,138.1931,138.1931,138.1931,138.1931,138.20482,138.20482
8460,0.00130263,135.09065,133.5844,134.27672,139.7689,131.73276,136.19612,140.71408,140.71408
8461,0.00130265,143.2439,143.2439,143.2439,143.2439,143.2439,143.2439,143.23044,143.23044
8462,0.00130267,145.79025,145.79025,145.79025,145.79025,145.79025,145.79025,145.77708,145.77708
8463,0.00130269,148.36154,148.36154,148.36154,148.36154,148.36154,148.36154,148.36154,148.36154
8464,0.00130271,150.95944,150.95944,150.95944,150.95944,150.95944,150.95944,150.96603,150.96603
8465,0.00130273,153.55841,153.55841,153.55841,153.55841,153.55841,153.55841,153.5642,153.5642
8466,0.00130275,151.25558,148.30322,150.34132,154.07759,147.23476,151.7954,156.12619,156.12619
8467,0.00130277,158.6377,158.6377,158.6377,158.6377,158.6377,158.6377,158.63547,158.63547
8468,0.00130279,161.09639,161.09639,161.09639,161.09639,161.09639,161.09639,161.09933,161.09933
8469,0.00130281,163.51292,163.51292,163.51292,163.51292,163.51292,163.51292,163.51292,163.51292
8470,0.00130283,165.90126,165.90126,165.90126,165.90126,165.90126,165.90126,165.89867,165.89867
8471,0.00130285,168.28876,168.28876,168.28876,168.28876,168.28876,168.28876,168.28783,168.28783
8472,0.00130287,167.34132,163.46217,166.04468,170.17046,161.75874,166.77559,170.70604,170.70604
8473,0.00130289,173.17813,173.17813,173.17813,173.17813,173.17813,173.17813,173.17601,173.17601
8474,0.00130291,175.70744,175.70744,175.70744,175.70744,175.70744,175.70744,175.70505,175.70505
8475,0.00130293,178.29076,178.29076,178.29076,178.29076,178.29076,178.29076,178.29076,178.29076
8476,0.00130295,180.92355,180.92355,180.92355,180.92355,180.92355,180.92355,180.92577,180.92577
8477,0.00130297,183.59608,183.59608,183.59608,183.59608,183.59608,183.59608,183.59789,183.59789
8478,0.00130299,182.27792,178.42769,181.89326,186.30127,177.27928,182.02522,186.29735,186.29735
8479,0.00130301,189.01758,189.01758,189.01758,189.01758,189.01758,189.01758,189.01706,189.01706
8480,0.00130303,191.75223,191.75223,191.75223,191.75223,191.75223,191.75223,191.75218,191.75218
8481,0.00130305,194.49803,194.49803,194.49803,194.49803,194.49803,194.49803,194.49803,194.49803
8482,0.00130307,197.24832,197.24832,197.24832,197.24832,197.24832,197.24832,197.24559,197.24559
8483,0.00130309,199.9829,199.9829,199.9829,199.9829,199.9829,199.9829,199.98361,199.98361
8484,0.00130311,198.74205,195.06262,198.19234,203.80902,193.69437,198.7208,202.67819,202.67819
8485,0.00130313,205.31097,205.31097,205.31097,205.31097,205.31097,205.31097,205.30954,205.30954
8486,0.00130315,207.85947,207.85947,207.85947,207.85947,207.85947,207.85947,207.85814,207.85814
8487,0.00130317,210.30223,210.30223,210.30223,210.30223,210.30223,210.30223,210.30223,210.30223
8488,0.00130319,212.61917,212.61917,212.61917,212.61917,212.61917,212.61917,212.62204,212.62204
8489,0.00130321,214.7956,214.7956,214.7956,214.7956,214.7956,214.7956,214.79759,214.79759
8490,0.00130323,213.88275,211.28667,214.38252,219.87122,209.49432,215.29358,216.8181,216.8181
8491,0.00130325,218.67604,218.67604,218.67604,218.67604,218.67604,218.67604,218.67575,218.67575
8492,0.00130327,220.36969,220.36969,220.36969,220.36969,220.36969,220.36969,220.36986,220.36986
8493,0.00130329,221.90208,221.90208,221.90208,221.90208,221.90208,221.90208,221.90208,221.90208
8494,0.00130331,223.27617,223.27617,223.27617,223.27617,223.27617,223.27617,223.27635,223.27635
8495,0.00130333,224.49487,224.49487,224.49487,224.49487,224.49487,224.49487,224.49535,224.49535
8496,0.00130335,227.10278,224.56058,228.0171,230.80275,221.40016,227.55904,225.56102,225.56102
8497,0.00130337,226.4752,226.4752,226.4752,226.4752,226.4752,226.4752,226.47238,226.47238
8498,0.00130339,227.22908,227.22908,227.22908,227.22908,227.22908,227.22908,227.22482,227.22482
8499,0.00130341,227.812,227.812,227.812,227.812,227.812,227.812,227.812,227.812
8500,0.00130343,228.2176,228.2176,228.2176,228.2176,228.2176,228.2176,228.22824,228.22824
8501,0.00130345,228.45679,228.45679,228.45679,228.45679,228.45679,228.45679,228.47215,228.47215
8502,0.00130347,234.9764,232.22412,236.17049,235.87679,227.66885,233.86115,228.54466,228.54466
8503,0.00130349,228.48775,228.48775,228.48775,228.48775,228.48775,228.48775,228.45238,228.45238
8504,0.00130351,228.25821,228.25821,228.25821,228.25821,228.25821,228.25821,228.20604,228.20604
8505,0.00130353,227.81955,227.81955,227.81955,227.81955,227.81955,227.81955,227.81955,227.81955
8506,0.00130355,227.15549,227.15549,227.15549,227.15549,227.15549,227.15549,227.30026,227.30026
8507,0.00130356,226.75774,226.75774,226.75774,226.75774,226.75774,226.75774,226.65428,226.65428
8508,0.00130358,235.93742,233.14882,237.18456,236.24152,228.29941,234.48993,225.88351,225.88351
8509,0.0013036,224.95078,224.95078,224.95078,224.95078,224.95078,224.95078,224.98264,224.98264
8510,0.00130362,223.92409,223.92409,223.92409,223.92409,223.92409,223.92409,223.94164,223.94164
8511,0.00130364,222.74411,222.74411,222.74411,222.74411,222.74411,222.74411,222.74411,222.74411
8512,0.00130366,221.36168,221.36168,221.36168,221.36168,221.36168,221.36168,221.37425,221.37425
8513,0.00130368,219.76808,219.76808,219.76808,219.76808,219.76808,219.76808,219.78539,219.78539
8514,0.0013037,229.73375,227.14198,230.7959,232.56319,223.53754,229.73196,217.96481,217.96481
8515,0.00130372,215.95728,215.95728,215.95728,215.95728,215.95728,215.95728,215.94359,215.94359
8516,0.00130374,213.76657,213.76657,213.76657,213.76657,213.76657,213.76657,213.74583,213.74583
8517,0.00130376,211.41771,211.41771,211.41771,211.41771,211.41771,211.41771,211.41771,211.41771
8518,0.00130378,208.95096,208.95096,208.95096,208.95096,208.95096,208.95096,209.03978,209.03978
8519,0.0013038,206.46738,206.46738,206.46738,206.46738,206.46738,206.46738,206.58884,206.58884
8520,0.00130382,217.57477,215.04314,218.07492,223.29974,213.05653,218.9336,204.08324,204.08324
8521,0.00130385,200.79785,200.79785,200.79785,200.79785,200.79785,200.79785,201.53586,201.53586
8522,0.00130387,198.62682,198.62682,198.62682,198.62682,198.62682,198.62682,198.94237,198.94237
8523,0.00130389,196.29587,196.29587,196.29587,196.29587,196.29587,196.29587,196.29587,196.29587
8524,0.00130391,193.69737,193.69737,193.69737,193.69737,193.69737,193.69737,193.58543,193.58543
8525,0.00130393,190.89403,190.89403,190.89403,190.89403,190.89403,190.89403,190.81638,190.81638
8526,0.00130395,202.7945,199.58911,202.70488,208.35532,198.11688,203.32558,187.9912,187.9912
8527,0.00130397,185.07343,185.07343,185.07343,185.07343,185.07343,185.07343,185.10715,185.10715
8528,0.00130399,182.1424,182.1424,182.1424,182.1424,182.1424,182.1424,182.16623,182.16623
8529,0.00130401,179.17894,179.17894,179.17894,179.17894,179.17894,179.17894,179.17894,179.17894
8530,0.00130403,176.17294,176.17294,176.17294,176.17294,176.17294,176.17294,176.16257,176.16257
8531,0.00130405,173.15027,173.15027,173.15027,173.15027,173.15027,173.15027,173.14232,173.14232
8532,0.00130407,185.7302,181.55708,184.8558,190.53766,180.9179,185.66978,170.14574,170.14574
8533,0.00130409,167.18921,167.18921,167.18921,167.18921,167.18921,167.18921,167.19235,167.19235
8534,0.00130411,164.2907,164.2907,164.2907,164.2907,164.2907,164.2907,164.29417,164.29417
8535,0.00130413,161.4553,161.4553,161.4553,161.4553,161.4553,161.4553,161.4553,161.4553
8536,0.00130415,158.68567,158.68567,158.68567,158.68567,158.68567,158.68567,158.68382,158.68382
8537,0.00130417,155.97496,155.97496,155.97496,155.97496,155.97496,155.97496,155.97386,155.97386
8538,0.00130419,168.10065,163.83736,166.20262,171.60547,162.65697,167.66461,153.31393,153.31393
8539,0.00130421,150.69342,150.69342,150.69342,150.69342,150.69342,150.69342,150.69333,150.69333
8540,0.00130423,148.10448,148.10448,148.10448,148.10448,148.10448,148.10448,148.10324,148.10324
8541,0.00130425,145.5383,145.5383,145.5383,145.5383,145.5383,145.5383,145.5383,145.5383
8542,0.00130427,142.98705,142.98705,142.98705,142.98705,142.98705,142.98705,142.99265,142.99265
8543,0.00130429,140.44682,140.44682,140.44682,140.44682,140.44682,140.44682,140.44847,140.44847
8544,0.00130431,150.97163,148.09186,150.07599,153.81422,146.96991,151.54248,137.91478,137.91478
8545,0.00130433,135.38893,135.38893,135.38893,135.38893,135.38893,135.38893,135.38988,135.38988
8546,0.00130435,132.87117,132.87117,132.87117,132.87117,132.87117,132.87117,132.8713,132.8713
8547,0.00130437,130.36423,130.36423,130.36423,130.36423,130.36423,130.36423,130.36423,130.36423
8548,0.00130439,127.87306,127.87306,127.87306,127.87306,127.87306,127.87306,127.88181,127.88181
8549,0.00130441,125.41115,125.41115,125.41115,125.41115,125.41115,125.41115,125.420876,125.420876
8550,0.00130443,134.76492,133.25525,133.92464,139.51886,131.43535,135.87846,122.99411,122.99411
8551,0.00130445,120.63238,120.63238,120.63238,120.63238,120.63238,120.63238,120.61375,120.61375
8552,0.00130447,118.31537,118.31537,118.31537,118.31537,118.31537,118.31537,118.290504,118.290504
8553,0.00130449,116.02731,116.02731,116.02731,116.02731,116.02731,116.02731,116.02731,116.02731
8554,0.00130451,113.767204,113.767204,113.767204,113.767204,113.767204,113.767204,113.82273,113.82273
8555,0.00130453,111.59304,111.59304,111.59304,111.59304,111.59304,111.59304,111.67478,111.67478
8556,0.00130455,120.61415,118.293976,119.10215,124.856064,116.80197,120.795845,109.577614,109.577614
8557,0.00130458,106.91338,106.91338,106.91338,106.91338,106.91338,106.91338,107.53025,107.53025
8558,0.0013046,105.25781,105.25781,105.25781,105.25781,105.25781,105.25781,105.52439,105.52439
8559,0.00130462,103.580536,103.580536,103.580536,103.580536,103.580536,103.580536,103.580536,103.580536
8560,0.00130464,101.812256,101.812256,101.812256,101.812256,101.812256,101.812256,101.71409,101.71409
8561,0.00130466,100.01149,100.01149,100.01149,100.01149,100.01149,100.01149,99.939186,99.939186
8562,0.00130468,107.01863,105.52069,107.12597,111.082535,103.67648,107.32254,98.268776,98.268776
8563,0.0013047,96.66325,96.66325,96.66325,96.66325,96.66325,96.66325,96.71408,96.71408
8564,0.00130472,95.22869,95.22869,95.22869,95.22869,95.22869,95.22869,95.28439,95.28439
8565,0.00130474,93.987526,93.987526,93.987526,93.987526,93.987526,93.987526,93.987526,93.987526
8566,0.00130477,92.497345,92.497345,92.497345,92.497345,92.497345,92.497345,92.83518,92.83518
8567,0.00130479,91.69227,91.69227,91.69227,91.69227,91.69227,91.69227,91.8325,91.8325
8568,0.00130481,96.062904,95.99399,98.63199,100.185265,93.391136,96.295044,90.980934,90.980934
8569,0.00130483,90.32906,90.32906,90.32906,90.32906,90.32906,90.32906,90.28049,90.28049
8570,0.00130485,89.760704,89.760704,89.760704,89.760704,89.760704,89.760704,89.72825,89.72825
8571,0.00130487,89.31443,89.31443,89.31443,89.31443,89.31443,89.31443,89.31443,89.31443
8572,0.0013049,88.92157,88.92157,88.92157,88.92157,88.92157,88.92157,89.03074,89.03074
8573,0.00130492,88.81588,88.81588,88.81588,88.81588,88.81588,88.81588,88.86497,88.86497
8574,0.00130494,90.155304,90.56681,95.29334,94.03301,87.62539,90.54084,88.803925,88.803925
8575,0.00130496,88.86174,88.86174,88.86174,88.86174,88.86174,88.86174,88.835915,88.835915
8576,0.00130498,88.976616,88.976616,88.976616,88.976616,88.976616,88.976616,88.95041,88.95041
8577,0.001305,89.13864,89.13864,89.13864,89.13864,89.13864,89.13864,89.13864,89.13864
8578,0.00130502,89.34157,89.34157,89.34157,89.34157,89.34157,89.34157,89.39401,89.39401
8579,0.00130504,89.59362,89.59362,89.59362,89.59362,89.59362,89.59362,89.71238,89.71238
8580,0.00130507,89.22939,89.81511,95.10467,93.00341,86.736496,89.72915,90.08982,90.08982
8581,0.00130509,90.5139,90.5139,90.5139,90.5139,90.5139,90.5139,90.525856,90.525856
8582,0.00130511,91.01206,91.01206,91.01206,91.01206,91.01206,91.01206,91.02536,91.02536
8583,0.00130513,91.57956,91.57956,91.57956,91.57956,91.57956,91.57956,91.57956,91.57956
8584,0.00130515,92.20609,92.20609,92.20609,92.20609,92.20609,92.20609,92.18284,92.18284
8585,0.00130517,92.85905,92.85905,92.85905,92.85905,92.85905,92.85905,92.82663,92.82663
8586,0.00130519,91.91073,92.275,96.59449,95.75691,89.32093,92.31368,93.50022,93.50022
8587,0.00130522,94.39448,94.39448,94.39448,94.39448,94.39448,94.39448,94.19163,94.19163
8588,0.00130524,94.97742,94.97742,94.97742,94.97742,94.97742,94.97742,94.88938,94.88938
8589,0.00130526,95.5842,95.5842,95.5842,95.5842,95.5842,95.5842,95.5842,95.5842
8590,0.00130528,96.235405,96.235405,96.235405,96.235405,96.235405,96.235405,96.26901,96.26901
8591,0.0013053,96.91576,96.91576,96.91576,96.91576,96.91576,96.91576,96.941376,96.941376
8592,0.00130532,95.94588,96.29641,99.93284,99.67415,93.23169,96.486984,97.60105,97.60105
8593,0.00130534,98.268105,98.268105,98.268105,98.268105,98.268105,98.268105,98.24509,98.24509
8594,0.00130536,98.897995,98.897995,98.897995,98.897995,98.897995,98.897995,98.87058,98.87058
8595,0.00130538,99.47288,99.47288,99.47288,99.47288,99.47288,99.47288,99.47288,99.47288
8596,0.0013054,99.98171,99.98171,99.98171,99.98171,99.98171,99.98171,100.04661,100.04661
8597,0.00130543,100.65895,100.65895,100.65895,100.65895,100.65895,100.65895,100.585915,100.585915
8598,0.00130545,100.131805,100.41738,103.842865,103.44824,97.13328,100.94538,101.08689,101.08689
8599,0.00130547,101.514206,101.514206,101.514206,101.514206,101.514206,101.514206,101.5427,101.5427
8600,0.00130549,101.9202,101.9202,101.9202,101.9202,101.9202,101.9202,101.939674,101.939674
8601,0.00130551,102.27537,102.27537,102.27537,102.27537,102.27537,102.27537,102.27537,102.27537
8602,0.00130553,102.55661,102.55661,102.55661,102.55661,102.55661,102.55661,102.54734,102.54734
8603,0.00130555,102.766396,102.766396,102.766396,102.766396,102.766396,102.766396,102.75974,102.75974
8604,0.00130557,102.95642,103.455734,107.057045,105.86873,99.77695,104.05209,102.91355,102.91355
8605,0.00130559,103.007195,103.007195,103.007195,103.007195,103.007195,103.007195,103.01145,103.01145
8606,0.00130562,103.069626,103.069626,103.069626,103.069626,103.069626,103.069626,103.06028,103.06028
8607,0.00130564,103.07444,103.07444,103.07444,103.07444,103.07444,103.07444,103.07444,103.07444
8608,0.00130566,103.06157,103.06157,103.06157,103.06157,103.06157,103.06157,103.06345,103.06345
8609,0.00130568,103.039566,103.039566,103.039566,103.039566,103.039566,103.039566,103.04026,103.04026
8610,0.0013057,103.9168,104.71308,108.66772,106.55806,100.70775,105.21578,103.01658,103.01658
8611,0.00130572,103.00066,103.00066,103.00066,103.00066,103.00066,103.00066,103.0007,103.0007
8612,0.00130574,102.99957,102.99957,102.99957,102.99957,102.99957,102.99957,102.99997,102.99997
8613,0.00130576,103.02097,103.02097,103.02097,103.02097,103.02097,103.02097,103.02097,103.02097
8614,0.00130579,103.09821,103.09821,103.09821,103.09821,103.09821,103.09821,103.06907,103.06907
8615,0.00130581,103.15938,103.15938,103.15938,103.15938,103.15938,103.15938,103.143524,103.143524
8616,0.00130583,103.99909,104.79403,108.75571,106.632805,100.78124,105.2933,103.20872,103.20872
8617,0.00130585,103.222015,103.222015,103.222015,103.222015,103.222015,103.222015,103.22653,103.22653
8618,0.00130587,103.145546,103.145546,103.145546,103.145546,103.145546,103.145546,103.14182,103.14182
8619,0.00130589,102.91819,102.91819,102.91819,102.91819,102.91819,102.91819,102.91819,102.91819
8620,0.00130591,102.49645,102.49645,102.49645,102.49645,102.49645,102.49645,102.53001,102.53001
8621,0.00130593,101.90748,101.90748,101.90748,101.90748,101.90748,101.90748,101.95871,101.95871
8622,0.00130595,103.58984,104.148415,107.816284,106.415115,100.38446,104.74662,101.19602,101.19602
8623,0.00130597,100.38967,100.38967,100.38967,100.38967,100.38967,100.38967,100.17185,100.17185
8624,0.001306,98.90672,98.90672,98.90672,98.90672,98.90672,98.90672,98.995575,98.995575
8625,0.00130602,97.65061,97.65061,97.65061,97.65061,97.65061,97.65061,97.65061,97.65061
8626,0.00130604,96.134964,96.134964,96.134964,96.134964,96.134964,96.134964,96.0947,96.0947
8627,0.00130606,94.41428,94.41428,94.41428,94.41428,94.41428,94.41428,94.36716,94.36716
8628,0.00130608,99.12172,98.6949,101.25184,102.98798,96.25569,99.50641,92.56565,92.56565
8629,0.0013061,90.663956,90.663956,90.663956,90.663956,90.663956,90.663956,90.72385,90.72385
8630,0.00130612,88.77548,88.77548,88.77548,88.77548,88.77548,88.77548,88.858376,88.858376
8631,0.00130614,86.964325,86.964325,86.964325,86.964325,86.964325,86.964325,86.964325,86.964325
8632,0.00130616,85.26265,85.26265,85.26265,85.26265,85.26265,85.26265,85.01194,85.01194
8633,0.00130619,82.696236,82.696236,82.696236,82.696236,82.696236,82.696236,82.959206,82.959206
8634,0.00130621,88.684265,88.29465,90.63509,93.54482,86.18388,88.72537,80.79001,80.79001
8635,0.00130623,78.60968,78.60968,78.60968,78.60968,78.60968,78.60968,78.49778,78.49778
8636,0.00130625,76.18236,76.18236,76.18236,76.18236,76.18236,76.18236,76.08664,76.08664
8637,0.00130627,73.56613,73.56613,73.56613,73.56613,73.56613,73.56613,73.56613,73.56613
8638,0.00130629,70.829926,70.829926,70.829926,70.829926,70.829926,70.829926,70.947975,70.947975
8639,0.00130631,68.08607,68.08607,68.08607,68.08607,68.08607,68.08607,68.24314,68.24314
8640,0.00130633,75.79153,74.49434,77.08857,80.72323,72.65186,76.99794,65.45774,65.45774
8641,0.00130636,61.829834,61.829834,61.829834,61.829834,61.829834,61.829834,62.6113,62.6113
8642,0.00130638,59.40681,59.40681,59.40681,59.40681,59.40681,59.40681,59.714085,59.714085
8643,0.0013064,56.768284,56.768284,56.768284,56.768284,56.768284,56.768284,56.768284,56.768284
8644,0.00130642,53.80437,53.80437,53.80437,53.80437,53.80437,53.80437,53.775852,53.775852
8645,0.00130644,50.69243,50.69243,50.69243,50.69243,50.69243,50.69243,50.742893,50.742893
8646,0.00130646,59.750202,57.662487,61.484253,64.002686,57.42862,60.654766,47.681614,47.681614
8647,0.00130648,44.950157,44.950157,44.950157,44.950157,44.950157,44.950157,44.609837,44.609837
8648,0.00130651,41.12394,41.12394,41.12394,41.12394,41.12394,41.12394,41.544163,41.544163
8649,0.00130653,38.496555,38.496555,38.496555,38.496555,38.496555,38.496555,38.496555,38.496555
8650,0.00130655,35.65016,35.65016,35.65016,35.65016,35.65016,35.65016,35.48264,35.48264
8651,0.00130657,32.64848,32.64848,32.64848,32.64848,32.64848,32.64848,32.51682,32.51682
8652,0.00130659,41.396374,39.722557,41.38207,44.8581,39.428497,43.40144,29.603243,29.603243
8653,0.00130661,26.619833,26.619833,26.619833,26.619833,26.619833,26.619833,26.742891,26.742891
8654,0.00130663,23.778172,23.778172,23.778172,23.778172,23.778172,23.778172,23.928926,23.928926
8655,0.00130665,21.151829,21.151829,21.151829,21.151829,21.151829,21.151829,21.151829,21.151829
8656,0.00130668,17.63748,17.63748,17.63748,17.63748,17.63748,17.63748,18.400364,18.400364
8657,0.0013067,15.365044,15.365044,15.365044,15.365044,15.365044,15.365044,15.66672,15.66672
8658,0.00130672,21.750734,22.309929,22.408737,26.414711,21.964632,24.019001,12.945529,12.945529
8659,0.00130674,10.271801,10.271801,10.271801,10.271801,10.271801,10.271801,10.236788,10.236788
8660,0.00130676,7.5057306,7.5057306,7.5057306,7.5057306,7.5057306,7.5057306,7.5431848,7.5431848
8661,0.00130678,4.876436,4.876436,4.876436,4.876436,4.876436,4.876436,4.876436,4.876436
8662,0.0013068,2.5479043,2.5479043,2.5479043,2.5479043,2.5479043,2.5479043,2.254366,2.254366
8663,0.00130683,-0.61251915,-0.61251915,-0.61251915,-0.61251915,-0.61251915,-0.61251915,-0.28787026,-0.28787026
8664,0.00130685,6.7598996,6.322257,8.046661,9.816206,5.695068,7.2772517,-2.733671,-2.733671
8665,0.00130687,-4.996133,-4.996133,-4.996133,-4.996133,-4.996133,-4.996133,-5.0688763,-5.0688763
8666,0.00130689,-7.2681794,-7.2681794,-7.2681794,-7.2681794,-7.2681794,-7.2681794,-7.2803025,-7.2803025
8667,0.00130691,-9.359404,-9.359404,-9.359404,-9.359404,-9.359404,-9.359404,-9.359404,-9.359404
8668,0.00130693,-11.133265,-11.133265,-11.133265,-11.133265,-11.133265,-11.133265,-11.30496,-11.30496
8669,0.00130695,-12.668686,-12.668686,-12.668686,-12.668686,-12.668686,-12.668686,-13.120634,-13.120634
8670,0.00130698,-8.547023,-7.78387,-6.951535,-5.1909337,-8.8509865,-8.671646,-14.815214,-14.815214
8671,0.001307,-16.300932,-16.300932,-16.300932,-16.300932,-16.300932,-16.300932,-16.397734,-16.397734
8672,0.00130702,-17.805668,-17.805668,-17.805668,-17.805668,-17.805668,-17.805668,-17.876251,-17.876251
8673,0.00130704,-19.254911,-19.254911,-19.254911,-19.254911,-19.254911,-19.254911,-19.254911,-19.254911
8674,0.00130706,-20.585186,-20.585186,-20.585186,-20.585186,-20.585186,-20.585186,-20.535917,-20.535917
8675,0.00130708,-21.77716,-21.77716,-21.77716,-21.77716,-21.77716,-21.77716,-21.723661,-21.723661
8676,0.0013071,-20.241302,-18.302603,-17.98065,-16.91154,-19.939415,-20.659206,-22.822538,-22.822538
8677,0.00130712,-23.721922,-23.721922,-23.721922,-23.721922,-23.721922,-23.721922,-23.831327,-23.831327
8678,0.00130715,-24.879215,-24.879215,-24.879215,-24.879215,-24.879215,-24.879215,-24.75589,-24.75589
8679,0.00130717,-25.588652,-25.588652,-25.588652,-25.588652,-25.588652,-25.588652,-25.588652,-25.588652
8680,0.00130719,-26.284988,-26.284988,-26.284988,-26.284988,-26.284988,-26.284988,-26.32376,-26.32376
8681,0.00130721,-26.933136,-26.933136,-26.933136,-26.933136,-26.933136,-26.933136,-26.95633,-26.95633
8682,0.00130723,-28.017767,-24.6808,-25.125696,-24.54113,-27.122627,-28.528156,-27.481962,-27.481962
8683,0.00130725,-27.89162,-27.89162,-27.89162,-27.89162,-27.89162,-27.89162,-27.894073,-27.894073
8684,0.00130727,-28.167353,-28.167353,-28.167353,-28.167353,-28.167353,-28.167353,-28.188507,-28.188507
8685,0.0013073,-28.365995,-28.365995,-28.365995,-28.365995,-28.365995,-28.365995,-28.365995,-28.365995
8686,0.00130732,-28.376799,-28.376799,-28.376799,-28.376799,-28.376799,-28.376799,-28.415558,-28.415558
8687,0.00130734,-28.29702,-28.29702,-28.29702,-28.29702,-28.29702,-28.29702,-28.33499,-28.33499
8688,0.00130736,-31.766766,-27.70394,-28.989368,-28.643326,-30.912834,-33.091938,-28.128693,-28.128693
8689,0.00130738,-27.87284,-27.87284,-27.87284,-27.87284,-27.87284,-27.87284,-27.801788,-27.801788
8690,0.0013074,-27.5265,-27.5265,-27.5265,-27.5265,-27.5265,-27.5265,-27.364286,-27.364286
8691,0.00130743,-26.828642,-26.828642,-26.828642,-26.828642,-26.828642,-26.828642,-26.828642,-26.828642
8692,0.00130745,-26.244215,-26.244215,-26.244215,-26.244215,-26.244215,-26.244215,-26.224638,-26.224638
8693,0.00130747,-25.588385,-25.588385,-25.588385,-25.588385,-25.588385,-25.588385,-25.571318,-25.571318
8694,0.00130749,-30.367773,-26.627266,-27.522556,-27.07681,-29.47461,-31.246962,-24.890165,-24.890165
8695,0.00130751,-24.17972,-24.17972,-24.17972,-24.17972,-24.17972,-24.17972,-24.198027,-24.198027
8696,0.00130753,-23.491804,-23.491804,-23.491804,-23.491804,-23.491804,-23.491804,-23.517363,-23.517363
8697,0.00130755,-22.862333,-22.862333,-22.862333,-22.862333,-22.862333,-22.862333,-22.862333,-22.862333
8698,0.00130758,-22.062416,-22.062416,-22.062416,-22.062416,-22.062416,-22.062416,-22.239288,-22.239288
8699,0.0013076,-21.577005,-21.577005,-21.577005,-21.577005,-21.577005,-21.577005,-21.64749,-21.64749
8700,0.00130762,-26.434635,-23.095905,-23.672453,-22.984764,-25.648207,-27.29655,-21.080841,-21.080841
8701,0.00130764,-20.545412,-20.545412,-20.545412,-20.545412,-20.545412,-20.545412,-20.532743,-20.532743
8702,0.00130766,-19.996378,-19.996378,-19.996378,-19.996378,-19.996378,-19.996378,-19.999296,-19.999296
8703,0.00130768,-19.472929,-19.472929,-19.472929,-19.472929,-19.472929,-19.472929,-19.472929,-19.472929
8704,0.00130771,-18.785435,-18.785435,-18.785435,-18.785435,-18.785435,-18.785435,-18.949247,-18.949247
8705,0.00130773,-18.36664,-18.36664,-18.36664,-18.36664,-18.36664,-18.36664,-18.437773,-18.437773
8706,0.00130775,-22.84097,-19.731844,-20.275316,-19.402462,-22.27406,-24.140003,-17.950468,-17.950468
8707,0.00130777,-17.523584,-17.523584,-17.523584,-17.523584,-17.523584,-17.523584,-17.501738,-17.501738
8708,0.00130779,-17.118761,-17.118761,-17.118761,-17.118761,-17.118761,-17.118761,-17.106964,-17.106964
8709,0.00130781,-16.780302,-16.780302,-16.780302,-16.780302,-16.780302,-16.780302,-16.780302,-16.780302
8710,0.00130784,-16.459171,-16.459171,-16.459171,-16.459171,-16.459171,-16.459171,-16.534208,-16.534208
