,time,baseline,S^ case,S^ case 0,S^ all,S^2 probe 1,S^2 probe all,target,target
622,0.00113687,129.09808,129.09808,129.09808,129.09808,129.09808,129.09808,129.0786,129.0786
623,0.00113689,129.87619,129.87619,129.87619,129.87619,129.87619,129.87619,129.84055,129.84055
624,0.00113691,131.85655,131.30714,134.68452,132.85599,127.25591,132.5101,130.78635,130.78635
625,0.00113694,132.34769,132.34769,132.34769,132.34769,132.34769,132.34769,131.92455,131.92455
626,0.00113696,133.50502,133.50502,133.50502,133.50502,133.50502,133.50502,133.24828,133.24828
627,0.00113698,134.74704,134.74704,134.74704,134.74704,134.74704,134.74704,134.74704,134.74704
628,0.001137,136.07887,136.07887,136.07887,136.07887,136.07887,136.07887,136.41574,136.41574
629,0.00113703,138.36885,138.36885,138.36885,138.36885,138.36885,138.36885,138.2319,138.2319
630,0.00113705,137.96526,136.9238,139.10194,140.50302,133.82568,138.86209,140.18845,140.18845
631,0.00113707,142.29091,142.29091,142.29091,142.29091,142.29091,142.29091,142.28954,142.28954
632,0.00113709,144.59348,144.59348,144.59348,144.59348,144.59348,144.59348,144.55052,144.55052
633,0.00113711,146.98338,146.98338,146.98338,146.98338,146.98338,146.98338,146.98338,146.98338
634,0.00113714,150.57033,150.57033,150.57033,150.57033,150.57033,150.57033,149.60886,149.60886
635,0.00113716,152.99373,152.99373,152.99373,152.99373,152.99373,152.99373,152.44357,152.44357
636,0.00113718,150.65111,147.82347,149.80656,153.49449,146.65216,151.25436,155.48753,155.48753
637,0.0011372,158.10213,158.10213,158.10213,158.10213,158.10213,158.10213,158.74045,158.74045
638,0.00113723,162.47052,162.47052,162.47052,162.47052,162.47052,162.47052,162.197,162.197
639,0.00113725,165.84227,165.84227,165.84227,165.84227,165.84227,165.84227,165.84227,165.84227
640,0.00113727,169.64908,169.64908,169.64908,169.64908,169.64908,169.64908,169.65599,169.65599
641,0.00113729,173.69225,173.69225,173.69225,173.69225,173.69225,173.69225,173.61765,173.61765
642,0.00113731,169.2489,164.40831,166.33789,174.27261,164.23312,169.26497,177.71117,177.71117
643,0.00113734,183.35095,183.35095,183.35095,183.35095,183.35095,183.35095,181.9287,181.9287
644,0.00113736,186.9931,186.9931,186.9931,186.9931,186.9931,186.9931,186.26535,186.26535
645,0.00113738,190.708,190.708,190.708,190.708,190.708,190.708,190.708,190.708
646,0.0011374,194.60109,194.60109,194.60109,194.60109,194.60109,194.60109,195.26585,195.26585
647,0.00113743,200.6653,200.6653,200.6653,200.6653,200.6653,200.6653,199.94553,199.94553
648,0.00113745,193.00693,188.59079,190.91542,201.97943,190.05064,194.70586,204.73778,204.73778
649,0.00113747,208.77837,208.77837,208.77837,208.77837,208.77837,208.77837,209.63058,209.63058
650,0.00113749,212.90695,212.90695,212.90695,212.90695,212.90695,212.90695,214.60008,214.60008
651,0.00113752,219.61546,219.61546,219.61546,219.61546,219.61546,219.61546,219.61546,219.61546
652,0.00113754,224.58109,224.58109,224.58109,224.58109,224.58109,224.58109,224.64305,224.64305
653,0.00113756,229.6904,229.6904,229.6904,229.6904,229.6904,229.6904,229.65013,229.65013
654,0.00113758,219.26357,216.91833,218.3664,231.49252,218.78786,224.4194,234.59837,234.59837
655,0.00113761,241.1365,241.1365,241.1365,241.1365,241.1365,241.1365,239.48068,239.48068
656,0.00113763,245.15128,245.15128,245.15128,245.15128,245.15128,245.15128,244.31393,244.31393
657,0.00113765,249.12814,249.12814,249.12814,249.12814,249.12814,249.12814,249.12814,249.12814
658,0.00113767,253.22296,253.22296,253.22296,253.22296,253.22296,253.22296,253.95041,253.95041
659,0.0011377,259.49606,259.49606,259.49606,259.49606,259.49606,259.49606,258.79196,258.79196
660,0.00113772,249.94206,247.14432,248.61655,261.56415,249.42944,254.47467,263.64572,263.64572
661,0.00113774,267.70065,267.70065,267.70065,267.70065,267.70065,267.70065,268.48434,268.48434
662,0.00113776,271.71313,271.71313,271.71313,271.71313,271.71313,271.71313,273.23898,273.23898
663,0.00113779,277.82544,277.82544,277.82544,277.82544,277.82544,277.82544,277.82544,277.82544
664,0.00113781,282.0134,282.0134,282.0134,282.0134,282.0134,282.0134,282.1394,282.1394
665,0.00113783,286.04767,286.04767,286.04767,286.04767,286.04767,286.04767,286.092,286.092
666,0.00113785,280.29984,276.3476,284.8581,289.78387,279.39304,282.28177,289.61914,289.61914
667,0.00113788,293.70932,293.70932,293.70932,293.70932,293.70932,293.70932,292.68604,292.68604
668,0.0011379,295.77713,295.77713,295.77713,295.77713,295.77713,295.77713,295.30396,295.30396
669,0.00113792,297.53198,297.53198,297.53198,297.53198,297.53198,297.53198,297.53198,297.53198
670,0.00113794,299.12927,299.12927,299.12927,299.12927,299.12927,299.12927,299.44235,299.44235
671,0.00113797,301.31442,301.31442,301.31442,301.31442,301.31442,301.31442,301.1223,301.1223
672,0.00113799,307.45508,301.67444,316.33438,309.207,302.52856,306.18,302.65182,302.65182
673,0.00113801,303.90164,303.90164,303.90164,303.90164,303.90164,303.90164,304.06396,304.06396
674,0.00113803,305.03308,305.03308,305.03308,305.03308,305.03308,305.03308,305.34445,305.34445
675,0.00113806,306.4211,306.4211,306.4211,306.4211,306.4211,306.4211,306.4211,306.4211
676,0.00113808,307.06992,307.06992,307.06992,307.06992,307.06992,307.06992,307.1814,307.1814
677,0.0011381,307.3866,307.3866,307.3866,307.3866,307.3866,307.3866,307.49683,307.49683
678,0.00113812,320.89636,314.37155,329.4737,318.36774,312.55963,318.80035,307.25705,307.25705
679,0.00113815,306.06854,306.06854,306.06854,306.06854,306.06854,306.06854,306.39304,306.39304
680,0.00113817,304.65848,304.65848,304.65848,304.65848,304.65848,304.65848,304.8943,304.8943
681,0.00113819,302.81223,302.81223,302.81223,302.81223,302.81223,302.81223,302.81223,302.81223
682,0.00113821,300.59274,300.59274,300.59274,300.59274,300.59274,300.59274,300.2424,300.2424
683,0.00113824,296.82208,296.82208,296.82208,296.82208,296.82208,296.82208,297.32175,297.32175
684,0.00113826,315.68958,309.39856,324.1852,316.4431,309.5803,314.50626,294.20285,294.20285
685,0.00113828,291.62988,291.62988,291.62988,291.62988,291.62988,291.62988,291.06006,291.06006
686,0.0011383,289.13013,289.13013,289.13013,289.13013,289.13013,289.13013,288.1301,288.1301
687,0.00113833,285.53195,285.53195,285.53195,285.53195,285.53195,285.53195,285.53195,285.53195
688,0.00113835,283.2319,283.2319,283.2319,283.2319,283.2319,283.2319,283.2153,283.2153
689,0.00113837,280.95755,280.95755,280.95755,280.95755,280.95755,280.95755,281.00073,281.00073
690,0.00113839,297.51697,292.52368,306.14575,300.82254,293.77246,296.26047,278.64523,278.64523
691,0.00113842,274.93582,274.93582,274.93582,274.93582,274.93582,274.93582,275.93384,275.93384
692,0.00113844,272.1392,272.1392,272.1392,272.1392,272.1392,272.1392,272.7163,272.7163
693,0.00113846,268.946,268.946,268.946,268.946,268.946,268.946,268.946,268.946
694,0.00113848,265.2797,265.2797,265.2797,265.2797,265.2797,265.2797,264.64352,264.64352
695,0.00113851,259.10013,259.10013,259.10013,259.10013,259.10013,259.10013,259.8674,259.8674
696,0.00113853,274.68323,270.69067,277.92236,282.76578,272.61728,275.91998,254.71677,254.71677
697,0.00113855,250.24101,250.24101,250.24101,250.24101,250.24101,250.24101,249.31517,249.31517
698,0.00113857,245.63617,245.63617,245.63617,245.63617,245.63617,245.63617,243.80026,243.80026
699,0.0011386,238.33397,238.33397,238.33397,238.33397,238.33397,238.33397,238.33397,238.33397
700,0.00113862,233.16714,233.16714,233.16714,233.16714,233.16714,233.16714,233.04123,233.04123
701,0.00113864,228.0265,228.0265,228.0265,228.0265,228.0265,228.0265,227.99803,227.99803
702,0.00113866,243.62544,241.03502,242.24382,256.2491,243.61061,249.00374,223.24217,223.24217
703,0.00113869,217.15187,217.15187,217.15187,217.15187,217.15187,217.15187,218.78122,218.78122
704,0.00113871,213.59935,213.59935,213.59935,213.59935,213.59935,213.59935,214.47507,214.47507
705,0.00113873,210.20775,210.20775,210.20775,210.20775,210.20775,210.20775,210.20775,210.20775
706,0.00113875,206.77602,206.77602,206.77602,206.77602,206.77602,206.77602,205.94016,205.94016
707,0.00113877,203.13979,203.13979,203.13979,203.13979,203.13979,203.13979,201.54807,201.54807
708,0.0011388,216.37068,213.93625,216.0498,226.34346,214.45743,220.12813,196.96237,196.96237
709,0.00113882,192.21991,192.21991,192.21991,192.21991,192.21991,192.21991,192.17819,192.17819
710,0.00113884,187.23495,187.23495,187.23495,187.23495,187.23495,187.23495,187.24509,187.24509
711,0.00113886,182.35764,182.35764,182.35764,182.35764,182.35764,182.35764,182.35764,182.35764
712,0.00113889,175.74867,175.74867,175.74867,175.74867,175.74867,175.74867,177.6809,177.6809
713,0.00113891,171.72598,171.72598,171.72598,171.72598,171.72598,171.72598,172.73338,172.73338
714,0.00113893,188.37605,182.9271,185.01523,197.35834,185.22168,189.79129,167.87767,167.87767
715,0.00113895,164.0784,164.0784,164.0784,164.0784,164.0784,164.0784,163.1213,163.1213
716,0.00113897,160.15512,160.15512,160.15512,160.15512,160.15512,160.15512,158.39987,158.39987
717,0.001139,153.63278,153.63278,153.63278,153.63278,153.63278,153.63278,153.63278,153.63278
718,0.00113902,148.68169,148.68169,148.68169,148.68169,148.68169,148.68169,148.74435,148.74435
719,0.00113904,143.51044,143.51044,143.51044,143.51044,143.51044,143.51044,143.68674,143.68674
720,0.00113906,160.23888,154.11324,154.82559,166.39003,156.44269,160.28278,138.48558,138.48558
721,0.00113908,133.86479,133.86479,133.86479,133.86479,133.86479,133.86479,133.20505,133.20505
722,0.00113911,127.2688,127.2688,127.2688,127.2688,127.2688,127.2688,127.91282,127.91282
723,0.00113913,122.67722,122.67722,122.67722,122.67722,122.67722,122.67722,122.67722,122.67722
724,0.00113915,117.70399,117.70399,117.70399,117.70399,117.70399,117.70399,117.55026,117.55026
725,0.00113917,112.6022,112.6022,112.6022,112.6022,112.6022,112.6022,112.56516,112.56516
726,0.00113919,129.4673,125.55063,122.334045,138.46709,127.014,129.7904,107.73289,107.73289
727,0.00113922,101.363205,101.363205,101.363205,101.363205,101.363205,101.363205,103.04709,103.04709
728,0.00113924,97.59722,97.59722,97.59722,97.59722,97.59722,97.59722,98.49069,98.49069
729,0.00113926,94.03269,94.03269,94.03269,94.03269,94.03269,94.03269,94.03269,94.03269
730,0.00113928,90.51502,90.51502,90.51502,90.51502,90.51502,90.51502,89.65866,89.65866
731,0.0011393,86.89862,86.89862,86.89862,86.89862,86.89862,86.89862,85.32249,85.32249
732,0.00113933,100.25138,98.02008,96.147545,105.73171,97.5478,99.347626,80.97532,80.97532
733,0.00113935,76.56288,76.56288,76.56288,76.56288,76.56288,76.56288,76.58737,76.58737
734,0.00113937,72.0178,72.0178,72.0178,72.0178,72.0178,72.0178,72.1489,72.1489
735,0.00113939,67.66452,67.66452,67.66452,67.66452,67.66452,67.66452,67.66452,67.66452
736,0.00113941,63.723354,63.723354,63.723354,63.723354,63.723354,63.723354,63.157204,63.157204
737,0.00113944,58.122143,58.122143,58.122143,58.122143,58.122143,58.122143,58.64963,58.64963
738,0.00113946,72.14958,69.62545,69.31425,78.099106,69.07964,74.73315,54.15671,54.15671
739,0.00113948,49.76793,49.76793,49.76793,49.76793,49.76793,49.76793,49.689426,49.689426
740,0.0011395,45.216927,45.216927,45.216927,45.216927,45.216927,45.216927,45.26755,45.26755
741,0.00113952,40.87717,40.87717,40.87717,40.87717,40.87717,40.87717,40.87717,40.87717
742,0.00113955,35.1782,35.1782,35.1782,35.1782,35.1782,35.1782,36.491913,36.491913
743,0.00113957,31.539991,31.539991,31.539991,31.539991,31.539991,31.539991,32.08518,32.08518
744,0.00113959,45.152126,42.643394,42.62108,49.546833,43.95921,49.327408,27.631807,27.631807
745,0.00113961,23.224464,23.224464,23.224464,23.224464,23.224464,23.224464,23.118626,23.118626
746,0.00113963,18.53949,18.53949,18.53949,18.53949,18.53949,18.53949,18.542452,18.542452
747,0.00113965,13.911105,13.911105,13.911105,13.911105,13.911105,13.911105,13.911105,13.911105
748,0.00113968,7.5587573,7.5587573,7.5587573,7.5587573,7.5587573,7.5587573,9.239962,9.239962
749,0.0011397,3.637625,3.637625,3.637625,3.637625,3.637625,3.637625,4.5365925,4.5365925
750,0.00113972,16.883755,16.099974,17.232008,21.80412,17.54223,21.9509,-0.15481362,-0.15481362
751,0.00113974,-3.9280014,-3.9280014,-3.9280014,-3.9280014,-3.9280014,-3.9280014,-4.825712,-4.825712
752,0.00113976,-7.8097787,-7.8097787,-7.8097787,-7.8097787,-7.8097787,-7.8097787,-9.479765,-9.479765
753,0.00113979,-14.125761,-14.125761,-14.125761,-14.125761,-14.125761,-14.125761,-14.125761,-14.125761
754,0.00113981,-18.782328,-18.782328,-18.782328,-18.782328,-18.782328,-18.782328,-18.77371,-18.77371
755,0.00113983,-23.554377,-23.554377,-23.554377,-23.554377,-23.554377,-23.554377,-23.434843,-23.434843
756,0.00113985,-9.535723,-11.593283,-8.7837925,-6.2357755,-9.981158,-6.135513,-28.117704,-28.117704
757,0.00113987,-32.255672,-32.255672,-32.255672,-32.255672,-32.255672,-32.255672,-32.830353,-32.830353
758,0.0011399,-38.16595,-38.16595,-38.16595,-38.16595,-38.16595,-38.16595,-37.581573,-37.581573
759,0.00113992,-42.37674,-42.37674,-42.37674,-42.37674,-42.37674,-42.37674,-42.37674,-42.37674
760,0.00113994,-47.067665,-47.067665,-47.067665,-47.067665,-47.067665,-47.067665,-47.188503,-47.188503
761,0.00113996,-52.004707,-52.004707,-52.004707,-52.004707,-52.004707,-52.004707,-52.010284,-52.010284
762,0.00113998,-40.443935,-40.67755,-33.49121,-35.765125,-37.70009,-33.707348,-56.842804,-56.842804
763,0.00114001,-63.426174,-63.426174,-63.426174,-63.426174,-63.426174,-63.426174,-61.685577,-61.685577
764,0.00114003,-67.47484,-67.47484,-67.47484,-67.47484,-67.47484,-67.47484,-66.53885,-66.53885
765,0.00114005,-71.40164,-71.40164,-71.40164,-71.40164,-71.40164,-71.40164,-71.40164,-71.40164
766,0.00114007,-75.335266,-75.335266,-75.335266,-75.335266,-75.335266,-75.335266,-76.272,-76.272
767,0.00114009,-79.403755,-79.403755,-79.403755,-79.403755,-79.403755,-79.403755,-81.15115,-81.15115
768,0.00114012,-66.88029,-70.35436,-62.19114,-65.29548,-65.50456,-64.4968,-86.03909,-86.03909
769,0.00114014,-90.92459,-90.92459,-90.92459,-90.92459,-90.92459,-90.92459,-90.93265,-90.93265
770,0.00114016,-95.91487,-95.91487,-95.91487,-95.91487,-95.91487,-95.91487,-95.80667,-95.80667
771,0.00114018,-100.66019,-100.66019,-100.66019,-100.66019,-100.66019,-100.66019,-100.66019,-100.66019
772,0.0011402,-104.92635,-104.92635,-104.92635,-104.92635,-104.92635,-104.92635,-105.5076,-105.5076
773,0.00114023,-110.96234,-110.96234,-110.96234,-110.96234,-110.96234,-110.96234,-110.36429,-110.36429
774,0.00114025,-97.50653,-96.760376,-91.12066,-96.563194,-95.00201,-94.34512,-115.24539,-115.24539
775,0.00114027,-120.02001,-120.02001,-120.02001,-120.02001,-120.02001,-120.02001,-120.15629,-120.15629
776,0.00114029,-125.04664,-125.04664,-125.04664,-125.04664,-125.04664,-125.04664,-125.075226,-125.075226
777,0.00114031,-129.96902,-129.96902,-129.96902,-129.96902,-129.96902,-129.96902,-129.96902,-129.96902
778,0.00114034,-136.65039,-136.65039,-136.65039,-136.65039,-136.65039,-136.65039,-134.86087,-134.86087
779,0.00114036,-140.74265,-140.74265,-140.74265,-140.74265,-140.74265,-140.74265,-139.78738,-139.78738
780,0.00114038,-127.87534,-127.8653,-120.229385,-125.831085,-127.403984,-124.88187,-144.69485,-144.69485
781,0.0011404,-148.62836,-148.62836,-148.62836,-148.62836,-148.62836,-148.62836,-149.5408,-149.5408
782,0.00114042,-152.63727,-152.63727,-152.63727,-152.63727,-152.63727,-152.63727,-154.3079,-154.3079
783,0.00114045,-158.98294,-158.98294,-158.98294,-158.98294,-158.98294,-158.98294,-158.98294,-158.98294
784,0.00114047,-163.50537,-163.50537,-163.50537,-163.50537,-163.50537,-163.50537,-163.56058,-163.56058
785,0.00114049,-168.06761,-168.06761,-168.06761,-168.06761,-168.06761,-168.06761,-168.0364,-168.0364
786,0.00114051,-158.21405,-157.8112,-152.63715,-154.58298,-156.75049,-156.05643,-172.4158,-172.4158
787,0.00114053,-176.3582,-176.3582,-176.3582,-176.3582,-176.3582,-176.3582,-176.69656,-176.69656
788,0.00114056,-181.65375,-181.65375,-181.65375,-181.65375,-181.65375,-181.65375,-180.87186,-180.87186
789,0.00114058,-184.94485,-184.94485,-184.94485,-184.94485,-184.94485,-184.94485,-184.94485,-184.94485
790,0.0011406,-188.17566,-188.17566,-188.17566,-188.17566,-188.17566,-188.17566,-188.91483,-188.91483
791,0.00114062,-191.429,-191.429,-191.429,-191.429,-191.429,-191.429,-192.76836,-192.76836
792,0.00114065,-186.07101,-186.01416,-182.53392,-183.5631,-182.01923,-185.33852,-196.51688,-196.51688
793,0.00114067,-200.10753,-200.10753,-200.10753,-200.10753,-200.10753,-200.10753,-200.15994,-200.15994
794,0.00114069,-203.68394,-203.68394,-203.68394,-203.68394,-203.68394,-203.68394,-203.67484,-203.67484
795,0.00114071,-207.02005,-207.02005,-207.02005,-207.02005,-207.02005,-207.02005,-207.02005,-207.02005
796,0.00114073,-209.94495,-209.94495,-209.94495,-209.94495,-209.94495,-209.94495,-210.17801,-210.17801
797,0.00114076,-213.68726,-213.68726,-213.68726,-213.68726,-213.68726,-213.68726,-213.14578,-213.14578
798,0.00114078,-211.05508,-211.13283,-208.24274,-208.57889,-205.77162,-211.0407,-215.90506,-215.90506
799,0.0011408,-218.0018,-218.0018,-218.0018,-218.0018,-218.0018,-218.0018,-218.42874,-218.42874
800,0.00114082,-219.97325,-219.97325,-219.97325,-219.97325,-219.97325,-219.97325,-220.68533,-220.68533
801,0.00114085,-222.63872,-222.63872,-222.63872,-222.63872,-222.63872,-222.63872,-222.63872,-222.63872
802,0.00114087,-224.17615,-224.17615,-224.17615,-224.17615,-224.17615,-224.17615,-224.25198,-224.25198
803,0.00114089,-225.45454,-225.45454,-225.45454,-225.45454,-225.45454,-225.45454,-225.5159,-225.5159
804,0.00114091,-229.39355,-229.06464,-229.13771,-227.52512,-223.5338,-230.6751,-226.40506,-226.40506
805,0.00114093,-226.98769,-226.98769,-226.98769,-226.98769,-226.98769,-226.98769,-226.9678,-226.9678
806,0.00114096,-227.34521,-227.34521,-227.34521,-227.34521,-227.34521,-227.34521,-227.26614,-227.26614
807,0.00114098,-227.3909,-227.3909,-227.3909,-227.3909,-227.3909,-227.3909,-227.3909,-227.3909
808,0.001141,-227.39093,-227.39093,-227.39093,-227.39093,-227.39093,-227.39093,-227.3897,-227.3897
809,0.00114102,-227.3854,-227.3854,-227.3854,-227.3854,-227.3854,-227.3854,-227.37625,-227.37625
810,0.00114104,-238.26648,-237.72241,-240.38866,-237.18472,-231.48434,-241.20773,-227.40166,-227.40166
811,0.00114107,-227.50838,-227.50838,-227.50838,-227.50838,-227.50838,-227.50838,-227.47783,-227.47783
812,0.00114109,-227.63254,-227.63254,-227.63254,-227.63254,-227.63254,-227.63254,-227.60796,-227.60796
813,0.00114111,-227.79324,-227.79324,-227.79324,-227.79324,-227.79324,-227.79324,-227.79324,-227.79324
814,0.00114113,-227.98218,-227.98218,-227.98218,-227.98218,-227.98218,-227.98218,-228.02347,-228.02347
815,0.00114116,-228.27016,-228.27016,-228.27016,-228.27016,-228.27016,-228.27016,-228.26224,-228.26224
816,0.00114118,-239.2902,-238.74069,-241.44534,-238.17384,-232.45914,-242.22285,-228.42874,-228.42874
817,0.0011412,-228.5259,-228.5259,-228.5259,-228.5259,-228.5259,-228.5259,-228.57156,-228.57156
818,0.00114122,-228.5085,-228.5085,-228.5085,-228.5085,-228.5085,-228.5085,-228.51956,-228.51956
819,0.00114125,-228.1392,-228.1392,-228.1392,-228.1392,-228.1392,-228.1392,-228.1392,-228.1392
820,0.00114127,-227.59697,-227.59697,-227.59697,-227.59697,-227.59697,-227.59697,-227.61966,-227.61966
821,0.00114129,-226.84523,-226.84523,-226.84523,-226.84523,-226.84523,-226.84523,-226.89749,-226.89749
822,0.00114131,-238.91293,-238.3796,-240.85577,-237.70947,-232.16731,-241.65569,-225.93584,-225.93584
823,0.00114133,-224.91766,-224.91766,-224.91766,-224.91766,-224.91766,-224.91766,-224.77493,-224.77493
824,0.00114136,-223.2669,-223.2669,-223.2669,-223.2669,-223.2669,-223.2669,-223.4866,-223.4866
825,0.00114138,-222.13406,-222.13406,-222.13406,-222.13406,-222.13406,-222.13406,-222.13406,-222.13406
826,0.0011414,-221.00359,-221.00359,-221.00359,-221.00359,-221.00359,-221.00359,-220.7554,-220.7554
827,0.00114142,-219.85107,-219.85107,-219.85107,-219.85107,-219.85107,-219.85107,-219.37576,-219.37576
828,0.00114145,-232.66862,-232.24217,-233.3655,-231.12471,-226.45467,-234.64122,-218.00198,-218.00198
829,0.00114147,-216.65607,-216.65607,-216.65607,-216.65607,-216.65607,-216.65607,-216.63919,-216.63919
830,0.00114149,-215.2799,-215.2799,-215.2799,-215.2799,-215.2799,-215.2799,-215.2891,-215.2891
831,0.00114151,-213.9556,-213.9556,-213.9556,-213.9556,-213.9556,-213.9556,-213.9556,-213.9556
832,0.00114154,-212.18742,-212.18742,-212.18742,-212.18742,-212.18742,-212.18742,-212.6492,-212.6492
833,0.00114156,-211.13951,-211.13951,-211.13951,-211.13951,-211.13951,-211.13951,-211.3699,-211.3699
834,0.00114158,-223.71384,-223.4008,-223.94359,-222.36661,-217.48592,-225.87938,-210.17068,-210.17068
835,0.0011416,-209.25853,-209.25853,-209.25853,-209.25853,-209.25853,-209.25853,-209.05325,-209.05325
836,0.00114162,-208.37854,-208.37854,-208.37854,-208.37854,-208.37854,-208.37854,-208.01714,-208.01714
837,0.00114165,-207.06425,-207.06425,-207.06425,-207.06425,-207.06425,-207.06425,-207.06425,-207.06425
838,0.00114167,-206.16711,-206.16711,-206.16711,-206.16711,-206.16711,-206.16711,-206.15262,-206.15262
839,0.00114169,-205.28511,-205.28511,-205.28511,-205.28511,-205.28511,-205.28511,-205.28812,-205.28812
840,0.00114171,-217.0916,-216.8098,-217.48885,-216.1635,-210.54854,-220.05464,-204.46365,-204.46365
841,0.00114174,-203.39993,-203.39993,-203.39993,-203.39993,-203.39993,-203.39993,-203.67337,-203.67337
842,0.00114176,-202.76726,-202.76726,-202.76726,-202.76726,-202.76726,-202.76726,-202.90872,-202.90872
843,0.00114178,-202.15652,-202.15652,-202.15652,-202.15652,-202.15652,-202.15652,-202.15652,-202.15652
844,0.0011418,-201.5359,-201.5359,-201.5359,-201.5359,-201.5359,-201.5359,-201.39944,-201.39944
845,0.00114182,-200.88045,-200.88045,-200.88045,-200.88045,-200.88045,-200.88045,-200.60818,-200.60818
846,0.00114185,-212.17632,-211.88396,-212.7693,-211.45955,-205.43521,-215.57558,-199.78128,-199.78128
847,0.00114187,-198.9497,-198.9497,-198.9497,-198.9497,-198.9497,-198.9497,-198.93657,-198.93657
848,0.00114189,-198.07611,-198.07611,-198.07611,-198.07611,-198.07611,-198.07611,-198.08086,-198.08086
849,0.00114191,-197.21121,-197.21121,-197.21121,-197.21121,-197.21121,-197.21121,-197.21121,-197.21121
850,0.00114193,-196.39388,-196.39388,-196.39388,-196.39388,-196.39388,-196.39388,-196.32085,-196.32085
851,0.00114196,-195.23427,-195.23427,-195.23427,-195.23427,-195.23427,-195.23427,-195.41263,-195.41263
852,0.00114198,-206.51097,-206.2546,-206.916,-205.7,-199.87543,-209.695,-194.47537,-194.47537
853,0.001142,-193.70187,-193.70187,-193.70187,-193.70187,-193.70187,-193.70187,-193.50224,-193.50224
854,0.00114202,-192.88364,-192.88364,-192.88364,-192.88364,-192.88364,-192.88364,-192.5164,-192.5164
855,0.00114205,-191.50224,-191.50224,-191.50224,-191.50224,-191.50224,-191.50224,-191.50224,-191.50224
856,0.00114207,-190.45175,-190.45175,-190.45175,-190.45175,-190.45175,-190.45175,-190.45293,-190.45293
857,0.00114209,-189.36346,-189.36346,-189.36346,-189.36346,-189.36346,-189.36346,-189.38823,-189.38823
858,0.00114211,-200.52713,-200.15863,-200.69743,-199.59491,-194.02342,-203.50215,-188.3245,-188.3245
859,0.00114213,-187.39122,-187.39122,-187.39122,-187.39122,-187.39122,-187.39122,-187.25272,-187.25272
860,0.00114216,-186.03465,-186.03465,-186.03465,-186.03465,-186.03465,-186.03465,-186.15677,-186.15677
861,0.00114218,-185.01761,-185.01761,-185.01761,-185.01761,-185.01761,-185.01761,-185.01761,-185.01761
862,0.0011422,-183.83264,-183.83264,-183.83264,-183.83264,-183.83264,-183.83264,-183.82158,-183.82158
863,0.00114222,-182.56007,-182.56007,-182.56007,-182.56007,-182.56007,-182.56007,-182.57645,-182.57645
864,0.00114224,-193.55821,-193.0864,-193.4768,-192.49742,-187.427,-196.29802,-181.3157,-181.3157
865,0.00114227,-179.66502,-179.66502,-179.66502,-179.66502,-179.66502,-179.66502,-180.07523,-180.07523
866,0.00114229,-178.66998,-178.66998,-178.66998,-178.66998,-178.66998,-178.66998,-178.87527,-178.87527
867,0.00114231,-177.70706,-177.70706,-177.70706,-177.70706,-177.70706,-177.70706,-177.70706,-177.70706
868,0.00114233,-176.735,-176.735,-176.735,-176.735,-176.735,-176.735,-176.52151,-176.52151
869,0.00114235,-175.72641,-175.72641,-175.72641,-175.72641,-175.72641,-175.72641,-175.31401,-175.31401
870,0.00114238,-186.20314,-185.70294,-186.15154,-185.34767,-180.68904,-188.93614,-174.0928,-174.0928
871,0.0011424,-172.90796,-172.90796,-172.90796,-172.90796,-172.90796,-172.90796,-172.86942,-172.86942
872,0.00114242,-171.72018,-171.72018,-171.72018,-171.72018,-171.72018,-171.72018,-171.69803,-171.69803
873,0.00114244,-170.62285,-170.62285,-170.62285,-170.62285,-170.62285,-170.62285,-170.62285,-170.62285
874,0.00114247,-169.26126,-169.26126,-169.26126,-169.26126,-169.26126,-169.26126,-169.6099,-169.6099
875,0.00114249,-168.4744,-168.4744,-168.4744,-168.4744,-168.4744,-168.4744,-168.63235,-168.63235
876,0.00114251,-178.41951,-177.91573,-178.2052,-177.75444,-173.67241,-181.08641,-167.70804,-167.70804
877,0.00114253,-166.91718,-166.91718,-166.91718,-166.91718,-166.91718,-166.91718,-166.86429,-166.86429
878,0.00114255,-166.13783,-166.13783,-166.13783,-166.13783,-166.13783,-166.13783,-166.10794,-166.10794
879,0.00114257,-165.42632,-165.42632,-165.42632,-165.42632,-165.42632,-165.42632,-165.42632,-165.42632
880,0.0011426,-164.55455,-164.55455,-164.55455,-164.55455,-164.55455,-164.55455,-164.79642,-164.79642
881,0.00114262,-164.05997,-164.05997,-164.05997,-164.05997,-164.05997,-164.05997,-164.19315,-164.19315
882,0.00114264,-173.32558,-172.6587,-173.38057,-172.83258,-168.399,-176.36555,-163.58672,-163.58672
883,0.00114266,-163.09442,-163.09442,-163.09442,-163.09442,-163.09442,-163.09442,-162.9556,-162.9556
884,0.00114268,-162.5461,-162.5461,-162.5461,-162.5461,-162.5461,-162.5461,-162.27982,-162.27982
885,0.00114271,-161.53934,-161.53934,-161.53934,-161.53934,-161.53934,-161.53934,-161.53934,-161.53934
886,0.00114273,-160.70811,-160.70811,-160.70811,-160.70811,-160.70811,-160.70811,-160.72293,-160.72293
887,0.00114275,-159.7877,-159.7877,-159.7877,-159.7877,-159.7877,-159.7877,-159.81937,-159.81937
888,0.00114277,-168.9544,-168.20842,-168.85832,-168.29904,-164.12105,-171.75209,-158.83548,-158.83548
