,time,spline,prediction,target
0,0.002200367,0.28368574,0.28368574,0.28368574
1,0.002202058,0.2732991,0.2732991,0.41354424
2,0.002203771,0.27560005,0.27560005,0.40247318
3,0.002205414,0.28306568,0.28306568,0.28306568
4,0.002206975,0.28886068,0.28886068,0.2599862
5,0.002208506,0.287785,0.287785,0.28638873
6,0.002210057,0.2743934,0.0031448235,0.2743934
7,0.002211659,0.24429265,0.24429265,0.25169235
8,0.002213252,0.20467035,0.20467035,0.14977786
9,0.002214841,0.16466105,0.0012054336,0.16466105
10,0.002216448,0.13128768,0.13128768,0.12597351
11,0.002218062,0.105777495,0.105777495,0.13144061
12,0.002219656,0.08761346,-0.0021683646,0.08761346
13,0.002221222,0.074026376,0.074026376,0.096268274
14,0.002222794,0.055087946,0.055087946,0.10982543
15,0.002224331,0.02059184,-0.017458225,0.02059184
16,0.002225855,-0.032301437,-0.032301437,-0.0310881
17,0.002227403,-0.077552065,-0.077552065,-0.09623059
18,0.00222895,-0.07871865,-0.01745742,-0.07871865
19,0.002230496,-0.015037374,-0.015037374,0.0066911657
20,0.002232099,0.07824683,0.07824683,0.11443085
21,0.002233776,0.14188577,-0.015307749,0.14188577
22,0.002235436,0.12384823,0.12384823,0.024409793
23,0.002237094,0.053226672,0.053226672,-0.06463021
24,0.002238718,-0.021960234,-0.0234605,-0.021960234
25,0.002240281,-0.062369265,-0.062369265,0.02150157
26,0.002241803,-0.05111766,-0.05111766,0.027954102
27,0.00224333,0.026663013,-0.021224055,0.026663013
28,0.002244893,0.17554466,0.17554466,0.11319507
29,0.002246442,0.32764837,0.32764837,0.309247
30,0.002247929,0.40325773,-0.0053052306,0.40325773
31,0.00224939,0.36472753,0.36472753,0.3863062
32,0.002250885,0.2645927,0.2645927,0.3065993
33,0.002252457,0.18265332,-0.010554258,0.18265332
34,0.002254101,0.19131203,0.19131203,0.16174553
35,0.002255695,0.23656918,0.23656918,0.21276902
36,0.002257252,0.23515856,-0.016907115,0.23515856
37,0.002258785,0.1399155,0.1399155,0.12669691
38,0.002260295,0.010397107,0.010397107,0.00458787
39,0.002261837,-0.07511612,-0.03845506,-0.07511612
40,0.002263393,-0.0533864,-0.0533864,-0.042725366
41,0.00226496,0.036514573,0.036514573,0.057871845
42,0.002266521,0.12661104,-0.03946507,0.12661104
43,0.002268074,0.1625037,0.1625037,0.045352507
44,0.002269638,0.14002004,0.14002004,0.018363366
45,0.002271202,0.066867255,-0.06479099,0.066867255
46,0.002272763,-0.040421583,-0.040421583,0.1283359
47,0.002274323,-0.13331594,-0.13331594,0.007481539
48,0.002275877,-0.15543872,-0.047546014,-0.15543872
49,0.002277408,-0.07551826,-0.07551826,-0.189614
50,0.002278937,0.051333066,0.051333066,-0.050879456
51,0.0022805,0.15129165,-0.0068161767,0.15129165
52,0.002282093,0.16103756,0.16103756,0.12567802
53,0.002283682,0.09993258,0.09993258,0.07734152
54,0.00228528,0.010241296,0.0076579447,0.010241296
55,0.002286932,-0.07529799,-0.07529799,-0.051537376
56,0.0022886,-0.15193771,-0.15193771,-0.107840195
57,0.002290256,-0.2248009,-0.0006088824,-0.2248009
58,0.002291883,-0.29372525,-0.29372525,-0.39267737
59,0.002293498,-0.3371389,-0.3371389,-0.49710855
60,0.002295121,-0.3275218,-0.0036865892,-0.3275218
61,0.002296736,-0.24689847,-0.24689847,-0.051748432
62,0.002298372,-0.115033485,-0.115033485,0.01830951
63,0.002300001,0.03420722,-0.00017469563,0.03420722
64,0.002301629,0.16936366,0.16936366,0.1188092
65,0.002303256,0.26013315,0.26013315,0.20407346
66,0.002304883,0.27666846,-0.010882022,0.27666846
67,0.002306491,0.20477477,0.20477477,0.22433351
68,0.002308114,0.08509882,0.08509882,0.1333969
69,0.002309769,-0.027105667,-0.0035604564,-0.027105667
70,0.002311398,-0.080861956,-0.080861956,-0.13469979
71,0.002313017,-0.07610948,-0.07610948,-0.13722375
72,0.00231466,-0.02085109,-0.009510066,-0.02085109
73,0.002316297,0.07356841,0.07356841,0.17097239
74,0.00231792,0.18600741,0.18600741,0.21750398
75,0.002319533,0.29454136,-0.008237774,0.29454136
76,0.002321151,0.37998736,0.37998736,0.48557448
77,0.00232273,0.4272458,0.4272458,0.54474187
78,0.002324269,0.42769235,-0.007007831,0.42769235
79,0.002325794,0.37623116,0.37623116,0.22748627
80,0.002327346,0.27681905,0.27681905,0.2565714
81,0.002328921,0.13720612,0.001743346,0.13720612
82,0.002330539,-0.02940812,-0.02940812,0.04563634
83,0.002332148,-0.17338611,-0.17338611,-0.1343883
84,0.002333722,-0.24345838,-0.0025346926,-0.24345838
85,0.00233528,-0.21344876,-0.21344876,-0.29312235
86,0.002336827,-0.1256231,-0.1256231,-0.19292106
87,0.002338406,-0.03535437,0.017483277,-0.03535437
88,0.002339954,0.010962553,0.010962553,-0.014367991
89,0.002341537,0.033694007,0.033694007,0.058078535
90,0.002343172,0.06805791,0.018903693,0.06805791
91,0.002344802,0.13685119,0.13685119,0.090117045
92,0.002346469,0.20678763,0.20678763,0.20822036
93,0.002348142,0.22405986,0.018247072,0.22405986
94,0.002349782,0.15737115,0.15737115,0.19098644
95,0.002351341,0.057692934,0.057692934,0.09198453
96,0.002352839,-0.019529436,0.01138652,-0.019529436
97,0.00235434,-0.044197883,-0.044197883,-0.08712601
98,0.002355859,-0.042232852,-0.042232852,-0.054959413
99,0.002357352,-0.055051114,0.01683823,-0.055051114
100,0.002358869,-0.11032945,-0.11032945,-0.12872614
101,0.002360446,-0.17955229,-0.17955229,-0.25024715
102,0.00236203,-0.21032965,0.00715884,-0.21032965
103,0.002363575,-0.16988643,-0.16988643,-0.027797062
104,0.002365137,-0.092353225,-0.092353225,0.11526198
105,0.002366717,-0.028878547,0.007126792,-0.028878547
106,0.002368316,-0.018476699,-0.018476699,-0.18907544
107,0.002369992,-0.039515555,-0.039515555,-0.2538031
108,0.002371682,-0.048437014,0.0132222455,-0.048437014
109,0.002373328,-0.013792304,-0.013792304,0.19184814
110,0.002374945,0.041997816,0.041997816,0.20904568
111,0.002376548,0.0870487,0.0031385361,0.0870487
112,0.002378206,0.09682569,0.09682569,-0.017408673
113,0.00237989,0.06963,0.06963,-0.050387476
114,0.002381539,0.014679323,0.0064353743,0.014679323
115,0.002383149,-0.056709897,-0.056709897,0.0064378968
116,0.002384732,-0.12819749,-0.12819749,-0.046554964
117,0.002386315,-0.18375097,0.0039403643,-0.18375097
118,0.00238791,-0.21129999,-0.21129999,-0.28945285
119,0.002389523,-0.21808635,-0.21808635,-0.3082195
120,0.002391171,-0.21684186,-0.0053379117,-0.21684186
121,0.002392832,-0.21564986,-0.21564986,-0.035366014
122,0.002394452,-0.20074712,-0.20074712,-0.066263355
123,0.002395985,-0.157002,-0.02063834,-0.157002
124,0.002397483,-0.07670232,-0.07670232,-0.20294991
125,0.002398995,0.027363928,0.027363928,-0.06472773
126,0.002400548,0.13650453,-0.016096082,0.13650453
127,0.00240213,0.22402053,0.22402053,0.108182095
128,0.002403712,0.24968064,0.24968064,0.09132953
129,0.00240529,0.17284134,0.0024786675,0.17284134
130,0.002406867,-0.020761037,-0.020761037,0.050460093
131,0.002408442,-0.24112783,-0.24112783,-0.2196773
132,0.002410034,-0.37355995,0.013792354,-0.37355995
133,0.002411665,-0.3311323,-0.3311323,-0.29000598
134,0.002413304,-0.18110785,-0.18110785,-0.14711578
135,0.002414961,-0.03696714,0.01406827,-0.03696714
136,0.00241663,0.0066454518,0.0066454518,-0.033398088
137,0.002418245,-0.040589996,-0.040589996,-0.031123035
138,0.002419793,-0.13955994,-0.017576164,-0.13955994
139,0.002421326,-0.25499007,-0.25499007,-0.16168748
140,0.002422876,-0.32496914,-0.32496914,-0.24217165
141,0.002424413,-0.27674866,-0.017014261,-0.27674866
142,0.002425917,-0.082527004,-0.082527004,-0.29559827
143,0.00242746,0.15610841,0.15610841,-0.056943353
144,0.00242901,0.28375417,-0.0044353027,0.28375417
145,0.002430517,0.20039894,0.20039894,0.4046449
146,0.00243201,0.0049599786,0.0049599786,0.18645671
147,0.002433532,-0.17062758,0.009333551,-0.17062758
148,0.002435089,-0.21612377,-0.21612377,-0.3200125
149,0.002436639,-0.1634461,-0.1634461,-0.18974064
150,0.002438236,-0.08428911,-0.0017195987,-0.08428911
151,0.002439846,-0.040282775,-0.040282775,-0.002365378
152,0.002441465,-0.018831965,-0.018831965,-0.004813643
153,0.002443075,0.012111701,-0.013075804,0.012111701
154,0.002444679,0.07207333,0.07207333,0.06667803
155,0.00244627,0.13066939,0.13066939,0.12376541
156,0.002447869,0.14672844,0.0061690058,0.14672844
157,0.002449451,0.09352797,0.09352797,0.0629183
158,0.00245098,0.0057802834,0.0057802834,0.013896227
159,0.002452439,-0.07314528,0.011453022,-0.07314528
160,0.002453899,-0.116672695,-0.116672695,-0.17868705
161,0.002455331,-0.1169472,-0.1169472,-0.22697844
162,0.002456772,-0.072197706,0.005766618,-0.072197706
163,0.002458237,0.013162981,0.013162981,0.24620196
164,0.002459774,0.0989438,0.0989438,0.31900364
165,0.00246139,0.12004643,-0.0072033764,0.12004643
166,0.002462985,0.030657161,0.030657161,-0.17270759
167,0.002464575,-0.10354173,-0.10354173,-0.24121825
168,0.002466128,-0.19189487,-0.011624253,-0.19189487
169,0.002467627,-0.18129346,-0.18129346,-0.12857185
170,0.002469114,-0.11776609,-0.11776609,-0.049979918
171,0.002470649,-0.063737944,-0.020479318,-0.063737944
172,0.0024722,-0.07264256,-0.07264256,-0.15376773
173,0.00247374,-0.12484326,-0.12484326,-0.21704419
174,0.002475278,-0.18268695,-0.031444903,-0.18268695
175,0.002476825,-0.21284334,-0.21284334,-0.07936783
176,0.002478408,-0.19547628,-0.19547628,-0.089775145
177,0.002479996,-0.113503814,-0.028352253,-0.113503814
178,0.002481581,0.035071366,0.035071366,0.011458151
179,0.002483125,0.19527665,0.19527665,0.21865097
180,0.002484629,0.30866474,-0.029966833,0.30866474
181,0.002486142,0.33890158,0.33890158,0.27519688
182,0.002487692,0.3019684,0.3019684,0.18419768
183,0.002489219,0.23275688,-0.02028301,0.23275688
184,0.00249077,0.15838906,0.15838906,0.32152033
185,0.002492381,0.083012365,0.083012365,0.23439002
186,0.002494005,0.009025897,-0.02283046,0.009025897
187,0.002495614,-0.06076332,-0.06076332,-0.08670244
188,0.002497209,-0.119221486,-0.119221486,-0.1778501
189,0.002498816,-0.15855655,-0.004475646,-0.15855655
190,0.002500394,-0.1712415,-0.1712415,-0.12506685
191,0.002501934,-0.15881057,-0.15881057,-0.10923463
192,0.00250348,-0.12327941,0.00833832,-0.12327941
