,time,prediction,target
0,0.002201603,-0.13530818,-0.17936607
1,0.002203141,-0.13386947,-0.24496035
2,0.002204697,-0.24898852,-0.24898852
3,0.002206301,-0.2610757,-0.3008084
4,0.002207887,-0.32543203,-0.33366558
5,0.002209453,-0.1608176,-0.1608176
6,0.002211022,-0.020350005,0.10697295
7,0.00221263,-0.079083234,0.25680754
8,0.002214236,0.16927446,0.16927446
9,0.002215837,-0.006910201,0.0101693785
10,0.002217412,-0.14831936,-0.08100767
11,0.002218998,-0.11689347,-0.11689347
12,0.002220604,-0.20610112,-0.14647739
13,0.002222232,-0.20716234,-0.09907588
14,0.002223844,0.1029808,0.1029808
15,0.002225427,0.016080793,0.111469366
16,0.00222695,-0.042614587,0.0024447236
17,0.002228468,-0.19238858,-0.19238858
18,0.002230034,0.0155979395,-0.16156049
19,0.002231606,0.03649246,0.007832622
20,0.002233156,-0.07584489,-0.07584489
21,0.002234742,0.11276147,0.03850612
22,0.002236358,0.010648514,0.02984346
23,0.002237961,-0.10732582,-0.10732582
24,0.002239559,-0.045248378,0.0157854
25,0.002241175,0.008055682,0.21891516
26,0.002242764,0.33422068,0.33422068
27,0.002244336,-0.022559095,0.25751293
28,0.002245947,-0.055310648,0.054086003
29,0.002247575,-0.101044945,-0.101044945
30,0.002249224,-0.16632889,-0.14462689
31,0.002250836,-0.18975085,-0.17830801
32,0.002252395,-0.31970507,-0.31970507
33,0.002253906,-0.3325415,-0.39485648
34,0.002255378,-0.34507987,-0.40564278
35,0.002256828,-0.35997173,-0.35997173
36,0.002258298,-0.12000319,-0.1801465
37,0.002259814,-0.14325218,-0.10204748
38,0.002261363,-0.10202197,-0.10202197
39,0.002262882,-0.18431106,-0.022480683
40,0.002264405,-0.17347407,0.06920213
41,0.002265955,0.12336027,0.12336027
42,0.00226749,0.05079117,0.16679363
43,0.002269034,0.023284877,0.076421015
44,0.002270573,-0.074708775,-0.074708775
45,0.002272122,-0.15918195,-0.20624253
46,0.002273711,-0.20470756,-0.30368245
47,0.002275292,-0.3907833,-0.3907833
48,0.002276886,-0.12809321,-0.38887876
49,0.002278541,-0.09720986,-0.2153029
50,0.002280227,0.07400922,0.07400922
51,0.002281963,-0.15368028,0.22394738
52,0.002283669,-0.17011642,0.22712459
53,0.002285286,0.0957214,0.0957214
54,0.002286842,-0.17938516,-0.06391497
55,0.002288415,-0.241221,-0.23823674
56,0.002290001,-0.33063245,-0.33063245
57,0.002291578,-0.34169003,-0.32862586
58,0.002293147,-0.3841745,-0.2625093
59,0.002294743,-0.2712515,-0.2712515
60,0.002296375,-0.17811711,-0.2894758
61,0.00229797,-0.20720008,-0.22101797
62,0.002299517,-0.07854484,-0.07854484
63,0.002301068,0.13611303,-0.004832691
64,0.002302662,0.040422685,0.05718517
65,0.002304235,0.17684153,0.17684153
66,0.002305733,-0.019509926,0.23853071
67,0.002307235,-0.106037915,0.12487308
68,0.00230879,0.017472306,0.017472306
69,0.002310371,-0.06542705,0.04030259
70,0.002311873,-0.08607267,0.1263949
71,0.002313364,0.09550528,0.09550528
72,0.002314878,-0.06691924,-0.06339269
73,0.002316401,-0.10076508,-0.13047728
74,0.002317943,-0.067624964,-0.067624964
75,0.002319475,0.033352926,0.05850438
