,time,spline,prediction probe,prediction one case,prediction all case,target
192,0.011129905,-2637.5222,5856.6084,111.570145,-214.71495,-2637.5222
193,0.011131594,-2871.0562,-2871.0562,-2871.0562,-2871.0562,129.38393
194,0.011133277,-2012.2297,-2012.2297,-2012.2297,-2012.2297,2364.4465
195,0.011134981,-770.6708,4525.611,-16.448097,-757.8194,-770.6708
196,0.011136701,248.45224,248.45224,248.45224,248.45224,5136.689
197,0.011138378,969.27277,969.27277,969.27277,969.27277,6414.243
198,0.011140011,1496.845,3418.8108,-94.01626,-805.02783,1496.845
199,0.01114162,1916.2152,1916.2152,1916.2152,1916.2152,-2224.749
200,0.01114323,2254.1846,2254.1846,2254.1846,2254.1846,-1044.4286
201,0.011144829,2514.7747,4924.0947,139.58041,-309.77393,2514.7747
202,0.011146422,2669.16,2669.16,2669.16,2669.16,445.8605
203,0.011147977,2549.3787,2549.3787,2549.3787,2549.3787,-711.1317
204,0.01114951,1974.5792,6199.449,122.19681,-241.90265,1974.5792
205,0.01115106,858.1138,858.1138,858.1138,858.1138,3417.7747
206,0.011152641,-411.3849,-411.3849,-411.3849,-411.3849,2976.431
207,0.011154278,-1270.6005,5273.013,251.0221,-196.8265,-1270.6005
208,0.011155981,-1258.3359,-1258.3359,-1258.3359,-1258.3359,-3747.03
209,0.011157657,-869.04584,-869.04584,-869.04584,-869.04584,-2646.6396
210,0.011159295,-848.8193,4569,395.18524,-291.75214,-848.8193
211,0.011160901,-1698.7642,-1698.7642,-1698.7642,-1698.7642,-1358.0927
212,0.011162483,-3266.8015,-3266.8015,-3266.8015,-3266.8015,-3738.952
213,0.011164031,-5250.913,2536.7092,435.24634,173.00748,-5250.913
214,0.01116556,-7269.183,-7269.183,-7269.183,-7269.183,-7847.8896
215,0.011167075,-8418.446,-8418.446,-8418.446,-8418.446,-8053.0615
216,0.011168615,-7654.007,297.78177,152.75592,525.6057,-7654.007
217,0.011170194,-4253.9526,-4253.9526,-4253.9526,-4253.9526,-5228.0303
218,0.011171767,272.42953,272.42953,272.42953,272.42953,-848.70984
219,0.011173372,3970.7512,721.6551,154.7054,559.91034,3970.7512
220,0.011175027,5211.6343,5211.6343,5211.6343,5211.6343,1382.0323
221,0.011176697,4746.6504,4746.6504,4746.6504,4746.6504,38.96206
222,0.011178385,4141.829,2956.6042,161.59302,401.88022,4141.829
223,0.011180067,4622.8,4622.8,4622.8,4622.8,8275.634
224,0.011181752,5773.2344,5773.2344,5773.2344,5773.2344,7731.9463
225,0.011183444,6767.6963,8736.772,293.39215,554.23926,6767.6963
226,0.011185112,6944.3413,6944.3413,6944.3413,6944.3413,6226.986
227,0.011186726,6394.496,6394.496,6394.496,6394.496,5261.2593
228,0.011188325,5344.915,9294.182,301.74207,-530.04675,5344.915
229,0.011189914,4045.473,4045.473,4045.473,4045.473,4504.603
230,0.011191506,2940.6206,2940.6206,2940.6206,2940.6206,3738.2512
231,0.011193058,2537.095,8730.802,315.5484,-1596.3822,2537.095
232,0.011194558,3097.2515,3097.2515,3097.2515,3097.2515,3237.2275
233,0.011196066,4391.0635,4391.0635,4391.0635,4391.0635,4935.6265
234,0.011197602,6107.0796,7849.1313,264.47858,-257.43402,6107.0796
235,0.011199168,7966.2104,7966.2104,7966.2104,7966.2104,6070.853
236,0.01120072,9885.315,9885.315,9885.315,9885.315,8632.157
237,0.011202253,11889.524,9706.905,325.2714,1477.3411,11889.524
238,0.011203777,13861.73,13861.73,13861.73,13861.73,12373.681
239,0.011205325,15052.459,15052.459,15052.459,15052.459,10908.088
240,0.011206873,14456.384,12687.953,396.83673,1834.1083,14456.384
241,0.011208409,11552.186,11552.186,11552.186,11552.186,17507.463
242,0.011209955,7428.201,7428.201,7428.201,7428.201,13229.399
243,0.011211546,3561.626,13138.495,679.821,1163.0782,3561.626
244,0.011213144,1324.2218,1324.2218,1324.2218,1324.2218,-463.74887
245,0.011214758,289.0779,289.0779,289.0779,289.0779,209.00896
246,0.011216321,-382.8192,10378.304,501.1461,-200.12155,-382.8192
247,0.01121784,-1343.5946,-1343.5946,-1343.5946,-1343.5946,-489.2489
248,0.011219347,-2541.2563,-2541.2563,-2541.2563,-2541.2563,-1639.1475
249,0.011220888,-3790.038,4628.8623,447.697,-351.42,-3790.038
250,0.011222463,-4862.1436,-4862.1436,-4862.1436,-4862.1436,-5769.7803
251,0.011224072,-5546.6636,-5546.6636,-5546.6636,-5546.6636,-7086.3896
252,0.011225685,-5624.546,1716.3302,-92.877884,29.263582,-5624.546
253,0.011227285,-4987.1143,-4987.1143,-4987.1143,-4987.1143,-410.41296
254,0.011228906,-3819.739,-3819.739,-3819.739,-3819.739,80.43081
255,0.011230532,-2409.7568,381.76804,250.79813,304.14648,-2409.7568
256,0.01123215,-956.64044,-956.64044,-956.64044,-956.64044,823.3683
257,0.01123377,763.4116,763.4116,763.4116,763.4116,2345.2903
258,0.01123538,3048.2122,2123.2292,186.70163,9.73901,3048.2122
259,0.011236966,5996.2183,5996.2183,5996.2183,5996.2183,4027.517
260,0.01123855,9098.681,9098.681,9098.681,9098.681,7984.5483
261,0.011240168,11705.244,7038.416,244.2559,194.78644,11705.244
262,0.01124179,13113.932,13113.932,13113.932,13113.932,11178.283
263,0.011243363,13129.708,13129.708,13129.708,13129.708,7948.3135
264,0.011244938,11719.51,10994.734,349.43747,466.32104,11719.51
265,0.011246565,8870.991,8870.991,8870.991,8870.991,14716.072
266,0.011248242,5431.282,5431.282,5431.282,5431.282,7328.4546
267,0.011249929,2692.7512,11875.867,559.885,238.63887,2692.7512
268,0.011251605,1490.7976,1490.7976,1490.7976,1490.7976,-2586.6707
269,0.011253276,844.4077,844.4077,844.4077,844.4077,-3263.3662
270,0.011254947,-640.8895,9661.408,627.6802,535.76917,-640.8895
271,0.011256606,-3813.1313,-3813.1313,-3813.1313,-3813.1313,-2355.4443
272,0.01125824,-7471.806,-7471.806,-7471.806,-7471.806,-7208.1475
273,0.011259844,-10040.202,2058.8923,490.6986,120.145706,-10040.202
274,0.011261452,-10457.144,-10457.144,-10457.144,-10457.144,-8973.983
275,0.011263089,-9037.352,-9037.352,-9037.352,-9037.352,-6368.4604
276,0.011264732,-6516.226,-490.30994,455.02182,-1638.5912,-6516.226
277,0.011266381,-3701.3245,-3701.3245,-3701.3245,-3701.3245,-5420.593
278,0.011268024,-1559.72,-1559.72,-1559.72,-1559.72,-2502.655
279,0.011269647,-1049.3114,-844.5491,357.6989,-3257.7227,-1049.3114
280,0.011271222,-2484.277,-2484.277,-2484.277,-2484.277,-3621.835
281,0.011272822,-4255.4424,-4255.4424,-4255.4424,-4255.4424,-2857.171
282,0.011274417,-4184.163,1037.0054,358.55557,-3550.8418,-4184.163
283,0.011275972,-1042.5281,-1042.5281,-1042.5281,-1042.5281,3427.2278
284,0.011277515,3340.7087,3340.7087,3340.7087,3340.7087,8318.415
285,0.011279091,6553.845,3738.1467,254.15327,-2222.7805,6553.845
286,0.011280669,6664.6763,6664.6763,6664.6763,6664.6763,6189.1807
287,0.011282222,4984.081,4984.081,4984.081,4984.081,4301.9854
288,0.011283752,3521.9856,5146.5625,276.96884,-1572.104,3521.9856
289,0.011285264,3626.5188,3626.5188,3626.5188,3626.5188,3748.4622
290,0.011286773,4621.9014,4621.9014,4621.9014,4621.9014,6440.712
291,0.011288291,5368.9233,8892.976,320.36584,259.78555,5368.9233
292,0.011289803,4828.8994,4828.8994,4828.8994,4828.8994,-2260.6318
293,0.011291336,2404.4524,2404.4524,2404.4524,2404.4524,-1618.3661
294,0.011292902,-2492.9834,7794.336,340.39047,590.8258,-2492.9834
295,0.011294512,-10064.958,-10064.958,-10064.958,-10064.958,-11634.812
296,0.011296175,-18386.984,-18386.984,-18386.984,-18386.984,-19777.781
297,0.011297822,-24358.336,-1614.3126,257.51953,-1729.3171,-24358.336
298,0.011299478,-25959.709,-25959.709,-25959.709,-25959.709,-20665.953
299,0.011301156,-23699.352,-23699.352,-23699.352,-23699.352,-21881.258
300,0.011302792,-19000.148,-7838.4116,-26.881514,-2811.838,-19000.148
301,0.011304401,-13204.093,-13204.093,-13204.093,-13204.093,-16614.828
302,0.011306015,-7507.1626,-7507.1626,-7507.1626,-7507.1626,-12102.491
303,0.011307627,-3234.7957,-9854.49,-2.113486,-2901.8618,-3234.7957
304,0.011309233,-1177.8145,-1177.8145,-1177.8145,-1177.8145,2647.3293
305,0.011310861,-82.335625,-82.335625,-82.335625,-82.335625,4854.845
306,0.011312453,1736.7277,-3950.1648,-44.8641,-1478.9299,1736.7277
307,0.01131405,5390.553,5390.553,5390.553,5390.553,2684.1653
308,0.011315649,9515.804,9515.804,9515.804,9515.804,10482.36
309,0.011317302,12164.557,6815.0884,191.36285,-83.729355,12164.557
310,0.011318943,11642.514,11642.514,11642.514,11642.514,6100.5327
311,0.011320574,8910.043,8910.043,8910.043,8910.043,418.44644
312,0.011322212,5455.2124,10176.073,289.8867,-37.027653,5455.2124
313,0.011323798,2625.5632,2625.5632,2625.5632,2625.5632,7708.8843
314,0.011325336,581.9296,581.9296,581.9296,581.9296,3334.509
315,0.011326879,-791.5067,9714.454,23.51119,465.49493,-791.5067
316,0.011328467,-1548.2788,-1548.2788,-1548.2788,-1548.2788,-2956.0693
317,0.011330115,-1831.234,-1831.234,-1831.234,-1831.234,-1150.0614
318,0.01133179,-1848.3115,5771.1387,29.439983,233.53984,-1848.3115
319,0.011333451,-1911.4254,-1911.4254,-1911.4254,-1911.4254,-6670.468
320,0.011335116,-2574.6672,-2574.6672,-2574.6672,-2574.6672,-6227.257
321,0.011336804,-4489.2256,2864.5615,58.83295,-107.16282,-4489.2256
322,0.011338499,-7902.92,-7902.92,-7902.92,-7902.92,-8131.273
323,0.011340206,-11435.315,-11435.315,-11435.315,-11435.315,-10417.647
324,0.011341864,-13212.9375,-1380.3468,611.6134,-601.4332,-13212.9375
325,0.011343446,-12284.318,-12284.318,-12284.318,-12284.318,-12274.983
326,0.011345034,-9604.638,-9604.638,-9604.638,-9604.638,-9936.913
327,0.011346638,-6455.538,-3165.1318,663.3218,-409.07513,-6455.538
328,0.011348251,-4001.6875,-4001.6875,-4001.6875,-4001.6875,-7439.7803
329,0.011349838,-2646.216,-2646.216,-2646.216,-2646.216,-6181.1943
330,0.011351383,-2492.7803,-2462.2883,665.6319,-601.80914,-2492.7803
331,0.011352899,-3303.0999,-3303.0999,-3303.0999,-3303.0999,587.86835
332,0.011354424,-3678.026,-3678.026,-3678.026,-3678.026,-1677.8817
333,0.011355995,-1791.3271,515.49896,592.8571,-632.19464,-1791.3271
334,0.011357546,3340.2095,3340.2095,3340.2095,3340.2095,6073.6265
335,0.011359147,9655.45,9655.45,9655.45,9655.45,9671.267
336,0.011360752,13681.463,6659.4824,632.56836,-322.2161,13681.463
337,0.011362371,13015.655,13015.655,13015.655,13015.655,16678.166
338,0.01136393,9540.114,9540.114,9540.114,9540.114,13379.235
339,0.011365473,5872.6494,9251.543,597.1611,644.543,5872.6494
340,0.011367058,3830.9773,3830.9773,3830.9773,3830.9773,3989.1733
341,0.011368664,3068.7825,3068.7825,3068.7825,3068.7825,993.7277
342,0.011370242,2529.1887,11179.185,502.68686,886.2855,2529.1887
343,0.011371789,1434.6422,1434.6422,1434.6422,1434.6422,2379.3372
344,0.011373351,49.365074,49.365074,49.365074,49.365074,-2210.3506
345,0.011374932,-1070.6239,6862.0845,353.88028,570.3216,-1070.6239
346,0.011376476,-1510.074,-1510.074,-1510.074,-1510.074,2515.5403
347,0.011378044,-1621.1234,-1621.1234,-1621.1234,-1621.1234,-865.08484
348,0.011379662,-1922.8973,4634.347,397.42163,600.7424,-1922.8973
349,0.011381323,-2806.794,-2806.794,-2806.794,-2806.794,-4950.3115
350,0.011382984,-3831.4878,-3831.4878,-3831.4878,-3831.4878,-6454.241
351,0.011384586,-4346.491,2201.0366,381.06314,1113.0479,-4346.491
352,0.011386132,-3999.3508,-3999.3508,-3999.3508,-3999.3508,2890.3606
353,0.011387676,-3039.095,-3039.095,-3039.095,-3039.095,3549.9387
354,0.011389214,-1835.4677,1647.1512,209.04483,1318.7412,-1835.4677
355,0.011390771,-661.8117,-661.8117,-661.8117,-661.8117,-5938.343
356,0.011392336,466.04553,466.04553,466.04553,466.04553,-6487.218
357,0.011393938,1636.4309,2571.371,212.10382,616.0587,1636.4309
358,0.011395556,2787.383,2787.383,2787.383,2787.383,4497.3057
359,0.011397203,3383.4575,3383.4575,3383.4575,3383.4575,681.4465
360,0.01139884,2731.2903,4889.8203,507.08044,-540.1401,2731.2903
361,0.011400446,680.50214,680.50214,680.50214,680.50214,8868.979
362,0.011402041,-1182.8688,-1182.8688,-1182.8688,-1182.8688,4158.7827
363,0.011403602,-933.65515,5203.3174,512.7627,-1610.0042,-933.65515
364,0.011405157,2363.909,2363.909,2363.909,2363.909,-8780.983
365,0.011406723,6343.0845,6343.0845,6343.0845,6343.0845,-4212.296
366,0.011408274,7702.767,6462.9644,531.3446,-1279.923,7702.767
367,0.011409809,4537.1655,4537.1655,4537.1655,4537.1655,12670.743
368,0.011411274,-161.50867,-161.50867,-161.50867,-161.50867,3021.0168
369,0.011412668,-2985.7646,7162.8164,31.557913,-1101.7852,-2985.7646
370,0.011414054,-2135.782,-2135.782,-2135.782,-2135.782,-3492.1006
371,0.0114155,926.4414,926.4414,926.4414,926.4414,733.4855
372,0.011417056,3538.2356,6165.0737,8.856725,-898.1035,3538.2356
