,time,spline,prediction probe,prediction one case,prediction all case,target
372,0.011396376,-4629.2163,3799.3186,451.8017,-842.9289,-4629.2163
373,0.011397968,-5411.6265,-5411.6265,-5411.6265,-5411.6265,-1621.7866
374,0.011399546,-5592.18,-5592.18,-5592.18,-5592.18,-3532.9197
375,0.011401137,-5873.474,2263.9238,452.7961,-1161.7721,-5873.474
376,0.011402687,-6783.6626,-6783.6626,-6783.6626,-6783.6626,-7835.857
377,0.011404221,-8314.197,-8314.197,-8314.197,-8314.197,-7658.3726
378,0.011405789,-10403.209,-1703.2922,405.51523,-2055.9707,-10403.209
379,0.011407408,-12833.34,-12833.34,-12833.34,-12833.34,-12595.802
380,0.011409011,-14640.127,-14640.127,-14640.127,-14640.127,-14473.959
381,0.011410593,-14845.928,-4135.8267,308.02182,-2484.5881,-14845.928
382,0.011412219,-12869.989,-12869.989,-12869.989,-12869.989,-10560.817
383,0.011413814,-10046.714,-10046.714,-10046.714,-10046.714,-7337.154
384,0.01141536,-8079.5913,-6500.197,170.68092,-3451.1704,-8079.5913
385,0.011416886,-7919.1177,-7919.1177,-7919.1177,-7919.1177,-11131.17
386,0.011418427,-8620.215,-8620.215,-8620.215,-8620.215,-12240.537
387,0.01142001,-8736.662,-5335.35,285.62607,-3071.9268,-8736.662
388,0.011421585,-7122.0576,-7122.0576,-7122.0576,-7122.0576,-8318.389
389,0.011423135,-4335.338,-4335.338,-4335.338,-4335.338,-6056.7476
390,0.011424721,-1167.646,-1648.635,203.82362,-1670.4514,-1167.646
391,0.011426348,1516.9316,1516.9316,1516.9316,1516.9316,5647.9243
392,0.011427999,3006.5059,3006.5059,3006.5059,3006.5059,11089.261
393,0.011429644,2668.3228,2627.6045,52.438507,-798.7557,2668.3228
394,0.01143126,490.8154,490.8154,490.8154,490.8154,-614.0132
395,0.011432814,-1551.7585,-1551.7585,-1551.7585,-1551.7585,-1354.068
396,0.011434385,-1353.1069,4664.0835,82.96494,-188.69638,-1353.1069
397,0.011435992,2623.2458,2623.2458,2623.2458,2623.2458,2761.604
398,0.011437615,8437.922,8437.922,8437.922,8437.922,14740.252
399,0.011439258,13114.784,7920.366,434.31467,903.98157,13114.784
400,0.011440859,14280.591,14280.591,14280.591,14280.591,3637.2449
401,0.011442398,12936.65,12936.65,12936.65,12936.65,609.06494
402,0.011443873,10628.011,11121.231,343.2783,1096.2568,10628.011
403,0.011445358,8284.852,8284.852,8284.852,8284.852,10154.917
404,0.011446894,5982.008,5982.008,5982.008,5982.008,3869.018
405,0.011448504,3610.6196,12762.54,339.76666,-156.96643,3610.6196
406,0.011450153,1199.3556,1199.3556,1199.3556,1199.3556,4839.8228
407,0.011451827,-971.2791,-971.2791,-971.2791,-971.2791,3249.7134
408,0.011453519,-2539.1226,9320.138,104.12895,-1309.4442,-2539.1226
409,0.011455203,-3367.8525,-3367.8525,-3367.8525,-3367.8525,-8407.701
410,0.011456858,-4287.1543,-4287.1543,-4287.1543,-4287.1543,-6192.0757
411,0.011458521,-6357.045,4251.124,250.09126,-1587.34,-6357.045
412,0.011460187,-9970.845,-9970.845,-9970.845,-9970.845,-6506.4194
413,0.011461854,-12899.692,-12899.692,-12899.692,-12899.692,-8327.811
414,0.011463443,-12406.107,-1745.5905,219.58876,-1840.1818,-12406.107
415,0.011464985,-7386.0737,-7386.0737,-7386.0737,-7386.0737,-12874.278
416,0.011466501,-374.69647,-374.69647,-374.69647,-374.69647,-5215.896
417,0.011468022,5553.096,-517.16046,164.4761,-981.97156,5553.096
418,0.011469599,7906.465,7906.465,7906.465,7906.465,-2496.5288
419,0.011471174,6706.371,6706.371,6706.371,6706.371,-6846.092
420,0.011472757,2969.19,4504.1777,637.00745,-723.2755,2969.19
421,0.011474325,-2036.4459,-2036.4459,-2036.4459,-2036.4459,10468.721
422,0.011475884,-6458.0317,-6458.0317,-6458.0317,-6458.0317,1653.1978
423,0.011477436,-8331.936,6183.2583,526.97546,866.6413,-8331.936
424,0.011478975,-6539.275,-6539.275,-6539.275,-6539.275,-10439.631
425,0.011480519,-3064.4915,-3064.4915,-3064.4915,-3064.4915,-3259.2866
426,0.011482089,-662.3335,2720.5671,505.33585,867.13574,-662.3335
427,0.011483707,-1500.1948,-1500.1948,-1500.1948,-1500.1948,-8583.639
428,0.011485239,-4018.8904,-4018.8904,-4018.8904,-4018.8904,-11082.998
429,0.011486763,-6083.771,545.2437,221.44402,188.17493,-6083.771
430,0.011488272,-6148.8984,-6148.8984,-6148.8984,-6148.8984,4003.8071
431,0.011489803,-4589.5684,-4589.5684,-4589.5684,-4589.5684,1514.9243
432,0.011491377,-2213.7632,1159.5293,423.69913,-844.4056,-2213.7632
433,0.011492955,44.707783,44.707783,44.707783,44.707783,2165.6274
434,0.011494486,1454.7566,1454.7566,1454.7566,1454.7566,7391.8228
435,0.011496007,1505.0259,2433.519,751.76227,-1558.0281,1505.0259
436,0.011497567,-135.66457,-135.66457,-135.66457,-135.66457,533.9165
437,0.011499176,-2620.5488,-2620.5488,-2620.5488,-2620.5488,193.19775
438,0.011500745,-4516.1616,3466.2827,864.35614,-1376.8184,-4516.1616
439,0.011502306,-4840.189,-4840.189,-4840.189,-4840.189,-7086.8027
440,0.011503896,-3464.965,-3464.965,-3464.965,-3464.965,-6728.1533
441,0.011505514,-441.5366,2837.7573,558.74896,-769.2658,-441.5366
442,0.011507102,3693.9646,3693.9646,3693.9646,3693.9646,6210.846
443,0.011508689,7422.851,7422.851,7422.851,7422.851,13606.645
444,0.0115103,8904.276,6357.424,570.1547,736.0245,8904.276
445,0.011511897,6839.443,6839.443,6839.443,6839.443,3289.1746
446,0.011513526,2492.6067,2492.6067,2492.6067,2492.6067,-857.12256
447,0.011515169,-2069.4272,8499.631,604.86676,989.02203,-2069.4272
448,0.011516831,-5165.087,-5165.087,-5165.087,-5165.087,-3713.74
449,0.011518495,-6956.718,-6956.718,-6956.718,-6956.718,-8809.63
450,0.011520128,-8125.9272,6638.871,258.9194,1085.157,-8125.9272
451,0.011521683,-9115.348,-9115.348,-9115.348,-9115.348,-3527.935
